Budget,Release Year,Revenue,Title,Starring Actors Popularity
80000000,1999,118880016,Message in a Bottle,3367.95002
90000000,2003,182290266,The Haunted Mansion,4056.674213
82000000,2000,96085477,The 6th Day,5249.089097
75000000,1997,136982834,Conspiracy Theory,2526.470515
75000000,1997,224012234,Con Air,783.1530767
110000000,2010,293329073,Salt,3516.07882
92000000,2004,631442092,The Incredibles,2774.883785
120000000,2013,415440673,The Wolverine,3184.629258
120000000,2013,286168572,Oblivion,8408.179507
100000000,2007,266465037,American Gangster,2779.256204
55000000,1987,14375181,Ishtar,567.1951807
46000000,1981,5200000,Inchon,10.51695602
60000000,1990,157920733,Days of Thunder,2238.816181
105000000,2009,267045765,The Princess and the Frog,43.18901132
85000000,2002,78382433,Collateral Damage,5146.996552
80000000,2000,33463969,Red Planet,2164.047349
80000000,2000,34566746,Thirteen Days,3487.0712
80000000,2000,39459427,The Legend of Bagger Vance,1577.258477
90000000,2004,102000000,The Stepford Wives,1603.681093
73000000,1997,229074524,The Lost World: Jurassic Park,3210.151373
87000000,2003,148336445,Seabiscuit,398.1002702
75000000,1998,46683377,Practical Magic,1398.671407
75000000,1998,14567883,Soldier,759.0161039
75000000,1998,140464664,Deep Impact,572.0288924
75000000,1998,13100000,Sphere,2254.574675
44000000,1980,3484331,Heaven's Gate,34.73193851
110000000,2011,299268508,Real Steel,2450.981688
110000000,2011,563749323,The Smurfs,222.9026443
120000000,2014,242688965,RoboCop,3349.958082
84000000,2002,275650703,Scooby-Doo,332.6452427
70000000,1996,101371017,Mars Attacks!,1586.025968
115000000,2013,286140700,Elysium,5231.814141
85000000,2003,80916492,The Rundown,299.75863
63000000,1993,920100000,Jurassic Park,29.46128196
73000000,1998,103891409,Snake Eyes,1783.662835
75000000,1999,19598588,The Astronaut's Wife,291.1904523
75000000,1999,108000000,Three Kings,591.800088
75000000,1999,29000000,The Out-of-Towners,471.8834795
120000000,2015,167977596,Fantastic Four,232.3771849
97250400,2008,132900000,Asterix at the Olympic Games,0.0
100000000,2009,100086793,Where the Wild Things Are,415.7695287
100000000,2009,150166126,The Taking of Pelham 1 2 3,3025.960182
100000000,2009,242988466,Cloudy with a Chance of Meatballs,864.9059284
100000000,2009,68688831,Land of the Lost,1205.486897
70000000,1997,162000000,Alien: Resurrection,865.0471092
70000000,1997,131457682,Seven Years in Tibet,1616.957
55000000,1989,63408614,Tango & Cash,1811.075039
76000000,2000,35134820,The Adventures of Rocky & Bullwinkle,733.2922692
88000000,2005,108539911,Cinderella Man,2342.488992
88000000,2005,105316267,The Brothers Grimm,3148.5481
80000000,2002,123729176,The Time Machine,513.4957196
80000000,2002,145771527,Lilo & Stitch,0.0
80000000,2002,181001478,Road to Perdition,6340.246738
80000000,2002,122563539,Spirit: Stallion of the Cimarron,2341.091186
90000000,2006,65900249,Flags of Our Fathers,375.901462
90000000,2006,289847354,The Departed,4132.625975
71000000,1998,294456605,Doctor Dolittle,2107.833018
63000000,1994,25052000,Wyatt Earp,3060.256983
73000000,1999,151493655,The Bone Collector,1618.05838
75000000,2000,296339527,X-Men,1264.33638
75000000,2000,248118121,Unbreakable,4670.531146
75000000,2000,215663859,Vertical Limit,1458.87903
75000000,2000,36754634,Titan A.E.,2083.122965
110000000,2013,125537191,Ender's Game,6528.185702
120000000,2016,415484914,Jason Bourne,5966.465472
79000000,2002,926287400,The Lord of the Rings: The Two Towers,1850.944469
100000000,2010,310650585,Little Fockers,5541.670571
100000000,2010,94882889,Green Zone,4572.233026
100000000,2010,278731369,The Tourist,5659.226207
100000000,2010,167805466,Unstoppable,3136.369539
100000000,2010,288347692,Sex and the City 2,303.0432563
100000000,2010,170432927,The Other Guys,2115.748153
68000000,1997,118063304,The Saint,1713.071682
70000000,1998,118000000,Star Trek: Insurrection,728.2244799
70000000,1998,481840909,Saving Private Ryan,3538.986625
70000000,1998,19870567,Hard Rain,2619.607106
70000000,1998,218613188,The Prince of Egypt,1882.885222
70000000,1998,56702901,A Civil Action,1957.570498
70000000,1998,116672912,The Siege,2428.312728
70000000,1998,164000000,Six Days Seven Nights,8272.303824
62000000,1994,215887717,Clear and Present Danger,7890.475099
78000000,2002,209196298,Red Dragon,1998.749362
85000000,2005,162242962,Memoirs of a Geisha,858.1349913
80000000,2003,68514844,Looney Tunes: Back in Action,947.4313312
80000000,2003,484572835,Bruce Almighty,3823.913865
80000000,2003,116643346,S.W.A.T.,2596.816975
80000000,2003,19480739,Timeline,503.8754339
80000000,2003,266728738,Something's Gotta Give,2180.175344
65000000,1996,89456761,The Long Kiss Goodnight,1092.777519
75000000,2001,67631903,Bandits,5255.602891
75000000,2001,13596911,Osmosis Jones,929.8601246
75000000,2001,54249294,Domestic Disturbance,2193.658063
75000000,2001,5409517,Monkeybone,239.6992108
110000000,2014,337580051,300: Rise of an Empire,943.9816347
92000000,2008,188072649,Tropic Thunder,4225.52758
54000000,1990,136766062,The Godfather: Part III,1111.755372
79000000,2003,173013509,Cold Mountain,1572.270075
70000000,1999,177841558,Double Jeopardy,2980.385633
70000000,1999,11263966,Chill Factor,705.3682937
70000000,1999,23159305,The Iron Giant,828.0127315
70000000,1999,309457509,Runaway Bride,2627.735292
86000000,2006,107944236,Arthur and the Invisibles,663.6480471
62000000,1995,107879496,The American President,1942.402079
115000000,2016,164602163,The Huntsman: Winter's War,3331.410696
60000000,1994,223664608,Interview with the Vampire,3399.440212
102000000,2012,130482868,Cloud Atlas,9075.678048
105000000,2013,347434178,The Smurfs 2,737.8581358
105000000,2013,351040419,The Great Gatsby,6091.094525
105000000,2013,716392705,Gravity,3699.552867
78000000,2003,179265204,The League of Extraordinary Gentlemen,3492.613265
85000000,2006,194168700,The Holiday,5143.30903
85000000,2006,158468292,The Fast and the Furious: Tokyo Drift,0.0
85000000,2006,197309027,Open Season,1775.42323
85000000,2006,144000000,Charlotte's Web,3986.956613
35000000,1976,35323292,The Bad News Bears,0.0
80000000,2004,55041367,Spanglish,1018.180926
80000000,2004,78000586,Exorcist: The Beginning,617.7745533
80000000,2004,96105964,The Manchurian Candidate,2385.464546
80000000,2004,516642939,Meet the Fockers,2375.196281
90000000,2008,162839667,The Spiderwick Chronicles,867.0888609
90000000,2008,201596308,You Don't Mess with the Zohan,1845.075183
82000000,2005,190320568,The Longest Yard,1332.803704
75000000,2002,114660784,We Were Soldiers,4479.273066
95000000,2010,226497209,Percy Jackson & the Olympians: The Lightning Thief,237.124868
110000000,2015,470490832,San Andreas,2336.942743
110000000,2015,295238201,Insurgent,3605.751407
100000000,2012,425368238,Django Unchained,5753.204807
100000000,2012,312573423,The Expendables 2,2524.103857
68000000,1999,29762011,Mystery Men,736.7903773
66000000,1998,189198313,The X Files,0.0
70000000,2000,374111707,What Women Want,3340.606064
86000000,2007,14373825,Awake,2078.086041
72000000,2001,37317558,The Majestic,3940.687678
72000000,2001,27642707,The Last Castle,943.0949458
55000000,1992,149022650,Death Becomes Her,853.4316033
60000000,1995,35431113,Money Train,32.29361868
60000000,1995,104324083,Under Siege 2: Dark Territory,115.3155439
76000000,2003,236350661,2 Fast 2 Furious,437.3632314
108000000,2015,630161890,The Martian,5449.73512
85000000,2007,340487652,Enchanted,253.2634662
85000000,2007,311312624,Ocean's Thirteen,5249.473875
85000000,2007,149044513,Surf's Up,528.4371779
82500000,2006,237681299,Click,1569.423988
80000000,2005,5989640,A Sound of Thunder,355.6620216
80000000,2005,162944923,The Interpreter,1314.935601
80000000,2005,10166502,The Great Raid,1160.821779
90000000,2009,524028679,Sherlock Holmes,1313.08743
90000000,2009,886686817,Ice Age: Dawn of the Dinosaurs,2237.630529
65000000,1998,250821495,You've Got Mail,3538.986625
65000000,1998,40002112,I Still Know What You Did Last Summer,222.286077
75000000,2003,51142659,Hollywood Homicide,7796.742136
44000000,1985,300400432,Rambo: First Blood Part II,729.4129891
110000000,2016,179246868,Allegiant,1129.804971
100000000,2013,268426634,Epic,1581.383909
100000000,2013,392000694,The Wolf of Wall Street,6091.094525
103000000,2014,500188435,Rio 2,3602.986825
66000000,1999,212404396,Entrapment,3519.542551
70000000,2001,176104344,Dr. Dolittle 2,3134.133338
94000000,2011,95311434,The Flowers of War,3020.637196
72000000,2002,408247917,Signs,4479.273066
60000000,1996,129832389,Jingle All the Way,4244.5466
105000000,2015,133718711,Point Break,285.1256909
58000000,1995,352194034,GoldenEye,924.3418408
50000000,1990,41482207,Gremlins 2: The New Batch,357.3043811
93000000,2011,482860185,Rise of the Planet of the Apes,2636.120009
40600000,1983,90400000,Trading Places,413.1787696
85000000,2008,160388063,Hellboy II: The Golden Army,479.1915666
85000000,2008,222231186,Jumper,3795.230674
80000000,2006,660940780,Ice Age: The Meltdown,1254.28025
80000000,2006,343397247,Over the Hedge,5086.848041
90000000,2010,16178959,The Nutcracker: The Untold Story,729.4230062
65000000,1999,36850101,My Favorite Martian,536.1338195
65000000,1999,162091208,Eyes Wide Shut,4697.753973
65000000,1999,117758500,Blue Streak,249.2744423
75000000,2004,196482882,50 First Dates,2367.740138
75000000,2004,367275019,Shark Tale,4339.666084
75000000,2004,288500217,The Bourne Supremacy,2794.79659
95000000,2012,877244782,Ice Age: Continental Drift,3140.185735
48000000,1989,474171806,Indiana Jones and the Last Crusade,6622.111571
74500000,2004,62172050,Two Brothers,554.2707946
100000000,2014,103039258,Transcendence,8445.978904
100000000,2014,243400000,Hercules,2123.76646
