Budget,Release Year,Revenue,Title,Starring Actors Popularity
30000000,2004,13001257,Wicker Park,1014.368132
30000000,2004,216763646,Million Dollar Baby,2955.917212
30000000,2004,14000000,Welcome to Mooseport,2303.85075
29000000,2003,98185582,Once Upon a Time in Mexico,1348.437143
25000000,1998,289317794,Shakespeare in Love,589.5335667
25000000,1998,50671850,Bride of Chucky,286.7382196
25000000,1998,21567853,He Got Game,1411.509965
25000000,1998,777423,Without Limits,392.4006215
18000000,1987,98235548,Predator,804.3908851
19000000,1989,110879513,Sea of Love,888.6687543
22000000,1994,189833357,The Santa Clause,1355.375052
24000000,1997,172363301,Scream 2,514.3860506
33000000,2008,269958228,Gran Torino,1278.497542
26000000,2000,28780255,Boiler Room,849.7531357
26000000,2000,71868327,"O Brother, Where Art Thou?",759.6932112
30000000,2005,18618284,An Unfinished Life,3205.093729
30000000,2005,58405313,Must Love Dogs,939.9068027
30000000,2005,15007991,The Cave,227.364092
30000000,2005,50451307,Fever Pitch,2581.765189
30000000,2005,42886719,A Lot Like Love,394.5891966
30000000,2005,192452832,The Curse of the Were-Rabbit,1729.470269
30000000,2005,35294470,Assault on Precinct 13,2560.101173
30000000,2005,30536013,The New World,1147.96817
30000000,2005,93772522,Racing Stripes,618.5346768
30000000,2005,25473093,Dark Water,854.7721397
30000000,2005,76669806,Coach Carter,3620.5376
30000000,2005,27610873,Goal!: The Dream Begins,0.0
21000000,1993,42000000,Teenage Mutant Ninja Turtles III,161.4855541
29000000,2004,115603229,The Notebook,85.45334106
10000000,1968,37402877,Oliver!,0.0
25000000,1999,15156200,The Corruptor,164.362219
25000000,1999,4152230,Idle Hands,5.098718089
25000000,1999,13000000,Brokedown Palace,2009.9023
17000000,1986,6735922,Nine 1/2 Weeks,410.8785564
18000000,1988,151668774,Big,170.3744178
28000000,2003,58795814,Agent Cody Banks,80.87504475
15000000,1982,125212904,First Blood,426.9775201
15000000,1982,19629760,The Thing,142.7106626
22000000,1995,110627965,The Net,677.8069372
24000000,1998,4562146,Meet the Deedles,1172.060934
27000000,2002,129000000,About a Boy,1698.852383
20000000,1992,121697323,Wayne's World,0.0
33000000,2009,20645327,Pandorum,1595.951227
33000000,2009,14000000,Micmacs,68.01527952
32000000,2008,113019290,The Reader,3489.127575
9500000,1967,111584787,You Only Live Twice,1823.514486
30000000,2006,31070211,Ultraviolet,464.0977024
30000000,2006,34742066,Take the Lead,1878.707877
30000000,2006,53653224,Stranger Than Fiction,1932.028172
30000000,2006,35078241,Miss Potter,4798.87819
30000000,2006,495303,Idiocracy,539.011651
30000000,2006,41480851,Gridiron Gang,510.9287029
29000000,2005,21126225,The Jacket,872.2315843
25000000,2000,152500343,Chocolat,422.8883215
25000000,2000,15843608,Highlander: Endgame,297.8157917
25000000,2000,24362772,The Next Best Thing,614.7407697
25000000,2000,91036760,Romeo Must Die,8.45456237
17000000,1987,19300000,Superman IV: The Quest for Peace,1459.257879
18000000,1989,26828365,Glory,234.9535825
28000000,2004,102356381,Dawn of the Dead,138.5120373
28000000,2004,30016165,Laws of Attraction,3531.254639
28000000,2004,64445708,Miracle,717.4171281
15000000,1983,61399552,National Lampoon's Vacation,118.2057702
19000000,1991,272742922,The Silence of the Lambs,433.6311545
24000000,1999,16290976,Muppets from Space,0.0
24000000,1999,8434146,Play It to the Bone,782.5346567
14000000,1981,85000000,Das Boot,0.0
14000000,1981,439564,Sphinx,0.0
32000000,2009,27635305,The Road,3366.041877
26000000,2002,38793283,Clockstoppers,155.9838341
23000000,1998,369884651,There's Something About Mary,1185.042164
23000000,1998,185991646,The Waterboy,73.58747712
30000000,2007,219076518,Knocked Up,149.2032907
30000000,2007,75505973,30 Days of Night,1110.773485
30000000,2007,129266061,Atonement,2119.978884
30000000,2007,14711793,The Assassination of Jesse James by the Coward Robert Ford,5249.473875
30000000,2007,156835339,P.S. I Love You,1078.580019
30000000,2007,16930884,88 Minutes,1630.513912
30000000,2007,77566815,The Number 23,4521.187862
25000000,2001,64437847,Kiss of the Dragon,147.4604954
25000000,2001,281929795,Bridget Jones's Diary,1283.749678
25000000,2001,80936232,Jimmy Neutron: Boy Genius,0.0
16000000,1986,5900000,Highlander,0.985859669
18000000,1990,476684675,Home Alone,54.92817087
28000000,2005,121147947,Pride & Prejudice,632.6171082
28000000,2005,186438883,Walk the Line,1943.229499
15000000,1984,17080167,Firestarter,2141.895588
15000000,1984,316360478,Beverly Hills Cop,242.0249539
24000000,2000,12372410,Ready to Rumble,590.5598932
24000000,2000,36609995,Return to Me,318.4899716
24000000,2000,13700000,The Ladies Man,35.76858777
27000000,2004,13000000,Suspect Zero,2546.316785
27000000,2004,115505027,Closer,4019.333515
27000000,2004,21148829,Mindhunters,134.3112667
20000000,1994,305070,Rapa Nui,0.0
26000000,2003,90426405,Final Destination 2,103.8871815
26000000,2003,110230332,Freaky Friday,1007.302351
23000000,1999,18653615,Anywhere But Here,278.3022261
23000000,1999,10827816,The End of the Affair,1356.2022
30000000,2008,105173115,Forgetting Sarah Marshall,39.74326135
30000000,2008,160259319,27 Dresses,480.2782863
30000000,2008,22211426,Doomsday,97.94002438
30000000,2008,84646831,Meet the Spartans,347.5947378
30000000,2008,63833449,Baby Mama,238.077823
30000000,2008,68369434,The X Files: I Want to Believe,338.7484197
30000000,2008,31148328,Pride and Glory,1797.107783
25000000,2002,51842679,Blue Crush,325.9772522
25000000,2002,41604473,Undercover Brother,322.3600291
25000000,2002,10719357,Abandon,428.1431904
25000000,2002,41597830,The Hours,918.208766
25000000,2002,17000000,Punch-Drunk Love,743.2521046
16000000,1987,30857814,The Princess Bride,76.4059273
28000000,2006,38159905,Just My Luck,472.2246557
15000000,1985,146292009,The Color Purple,0.0
19000000,1993,2119994,The Nutcracker,0.0
24000000,2001,14782676,Out Cold,42.67871376
20000000,1995,7563728,Hackers,0.0
20000000,1995,21284514,To Die For,315.7088292
9000000,1968,2500000,Barbarella,0.0
26000000,2004,90574188,Anchorman: The Legend of Ron Burgundy,475.0194401
26000000,2004,28818995,Agent Cody Banks 2: Destination London,340.3271557
8200000,1965,286214286,The Sound of Music,480.129976
11000000,1975,20000000,Barry Lyndon,0.0
23000000,2000,53302314,Final Destination,6.927515757
23000000,2000,53187659,Pitch Black,849.7531357
30000000,2009,90810892,Drag Me to Hell,599.0867266
30000000,2009,48428063,9,558.0537271
30000000,2009,64352607,The Imaginarium of Doctor Parnassus,5434.037669
30000000,2009,33333531,The Box,6294.94149
30000000,2009,95714875,My Sister's Keeper,6294.94149
30000000,2009,114663461,Bride Wars,1226.162575
30000000,2009,210819611,District 9,0.0
25000000,2003,56489558,Cradle 2 the Grave,623.5522963
25000000,2003,156822020,Mystic River,1583.934562
18000000,1992,358991681,Home Alone 2: Lost in New York,1168.557693
28000000,2007,92601050,No Reservations,2426.214275
16400000,1989,235860116,Dead Poets Society,288.7604333
15000000,1986,356830601,Top Gun,173.387669
27000000,2006,56308881,Lucky Number Slevin,5086.848041
26000000,2005,57891803,Red Eye,417.6601745
26000000,2005,109449237,The 40 Year Old Virgin,224.2578447
27500000,2007,24748670,Rendition,1167.102158
23000000,2001,36642838,Joy Ride,64.22406947
12000000,1979,54000000,Prophecy,370.2643498
29000000,2009,309208309,The Blind Side,2014.700413
25000000,2004,30411183,The Girl Next Door,68.39632552
25000000,2004,20796847,EuroTrip,0.0
25000000,2004,116766556,Finding Neverland,3151.2189
25000000,2004,30114487,Godsend,2375.196281
25000000,2004,56422687,Cellular,945.2947881
16000000,1989,92823546,When Harry Met Sally...,4622.676807
28000000,2008,92380927,Role Models,842.1011978
15000000,1987,43848069,Wall Street,347.9860675
19000000,1995,141407024,Bad Boys,0.0
22000000,2000,13555988,The Little Vampire,0.0
24000000,2003,87055349,Old School,420.2215615
20000000,1997,10686841,Deconstructing Harry,178.3937903
20000000,1997,60000000,Selena,65.17408934
20000000,1997,13801755,The Man Who Knew Too Little,300.7198708
26000000,2006,14821658,Little Children,3270.999531
11000000,1977,775398007,Star Wars,0.0
21000000,1999,17762705,The Rage: Carrie 2,56.47394627
25000000,2005,39053061,The Sisterhood of the Traveling Pants,0.0
25000000,2005,36351350,Beauty Shop,951.7883144
25000000,2005,27645491,Ice Princess,1470.924094
25000000,2005,82466670,The Constant Gardener,1729.470269
25000000,2005,15431177,The Greatest Game Ever Played,0.0
25000000,2005,13411957,Lords of Dogtown,43.85791707
25000000,2005,122489822,Nanny McPhee,598.5019851
25000000,2005,122644820,Hide and Seek,3803.501904
25000000,2005,2405420,BloodRayne,831.7075573
18000000,1994,5887457,Ed Wood,168.0741986
15000000,1988,216614388,Twins,1111.513644
15000000,1988,73326666,Beetlejuice,0.0
19000000,1996,25836616,From Dusk Till Dawn,330.7336146
22000000,2001,84772742,The Animal,107.1063021
22000000,2001,92542418,I Am Sam,1137.780936
22000000,2001,33788161,Jay and Silent Bob Strike Back,1421.619609
22000000,2001,19351569,Saving Silverman,418.2703142
22000000,2001,5271666,Glitter,0.0
24000000,2004,234710455,Howl's Moving Castle,0.0
27000000,2008,101624843,Pineapple Express,2300.256383
27000000,2008,44352417,The Sisterhood of the Traveling Pants 2,104.3563659
27000000,2008,17286299,How to Lose Friends & Alienate People,190.1657331
20000000,1998,23875127,American History X,117.4164329
20000000,1998,37672350,How Stella Got Her Groove Back,1221.039178
20000000,1998,18253415,Simon Birch,2774.695702
20000000,1998,67200000,Wild Things,1293.805278
9000000,1971,83304330,Fiddler on the Roof,0.0
23000000,2003,76488889,Bad Santa,1086.510934
12000000,1981,55260558,Quest for Fire,0.0
25000000,2006,117719158,Final Destination 3,0.0
25000000,2006,11772461,The Hoax,2107.282202
25000000,2006,135330182,Babel,5184.306088
13800000,1986,52293982,The Color of Money,1010.905142
18000000,1995,122195920,Mortal Kombat,97.33924486
15000000,1989,30050028,Road House,91.60860179
27000000,2009,29000000,Case 39,2776.514073
14000000,1987,320145693,Fatal Attraction,0.0
21150000,2001,39438674,Crocodile Dundee in Los Angeles,607.9938712
11000000,1979,104931801,Alien,0.0
23000000,2004,16123851,Vanity Fair,785.466627
23000000,2004,12,Chasing Liberty,61.66121298
12000000,1982,96800000,Star Trek II: The Wrath of Khan,451.6603875
21000000,2001,28008462,The Tailor of Panama,3046.322162
21000000,2001,71441250,The Royal Tenenbaums,2228.292099
25000000,2007,40452643,War,720.0381709
25000000,2007,77208711,There Will Be Blood,434.0864903
25000000,2007,59192128,Good Luck Chuck,371.1985955
25000000,2007,94679598,1408,3758.406099
25000000,2007,66122026,August Rush,796.5358756
25000000,2007,171600000,No Country for Old Men,3567.95479
25000000,2007,92991835,Michael Clayton,2653.917883
25000000,2007,229736344,Mr. Bean's Holiday,223.4645252
15000000,1990,201957688,Kindergarten Cop,1553.854889
22000000,2003,68296293,Open Range,3399.709514
22000000,2003,95708457,Underworld,832.2897247
24000000,2006,23321954,Alatriste,3464.64329
24000000,2006,155721132,Rocky Balboa,2234.920336
8000000,1969,20000000,Sweet Charity,142.0308793
20000000,2000,27728118,Love & Basketball,0.0
14000000,1988,34670720,Dangerous Liaisons,761.5360734
26000000,2009,183293131,Paul Blart: Mall Cop,577.5358942
26000000,2009,43318349,Brothers,3709.997112
12000000,1983,30400000,Yentl,0.0
12000000,1983,79567667,WarGames,0.0
25100000,2008,29506464,W.,516.668827
21000000,2002,10011050,Moonlight Mile,2155.763894
21000000,2002,43928932,The Transporter,268.9466155
25000000,2008,11207130,Stop-Loss,445.6245753
25000000,2008,6673422,What Just Happened,5960.773773
25000000,2008,170764026,Cloverfield,49.9619451
25000000,2008,19844979,Blindness,770.9269197
25000000,2008,226830568,Taken,2495.642733
25000000,2008,14109284,Disaster Movie,0.0
25000000,2008,70442940,The House Bunny,619.9464337
18000000,1997,8038061,The Ice Storm,865.0471092
18500000,1998,10680275,Fear and Loathing in Las Vegas,279.0354952
15000000,1991,30102717,Double Impact,26.15257923
19000000,1999,40846082,House on Haunted Hill,638.344708
24000000,2007,99965753,Hitman,871.1394902
5000000,1954,28200000,"20,000 Leagues Under the Sea",0.0
5000000,1954,15000000,The Egyptian,233.9434863
14000000,1989,161001698,Born on the Fourth of July,1917.803924
11000000,1981,31672907,History of the World: Part I,93.22249958
19800000,2001,87754044,Gosford Park,36.71377352
12305523,1985,36230219,Mad Max Beyond Thunderdome,358.5658727
25000000,2009,20719451,Mao's Last Dancer,0.0
25000000,2009,10589102,The Bad Lieutenant: Port of Call - New Orleans,3469.649525
25000000,2009,2336172,Me and Orson Welles,995.9942042
25000000,2009,163670000,Up in the Air,3316.277271
16500000,1995,135000000,Sense and Sensibility,492.6206439
16000000,1994,247275374,Dumb and Dumber,108.7354856
18000000,1998,9495408,The Red Violin,0.0
13000000,1987,123922370,"Good Morning, Vietnam",0.0
6000000,1961,43656822,West Side Story,0.0
22000000,2005,17709155,Joyeux Noël,500.0399237
22000000,2005,22400154,Deuce Bigalow: European Gigolo,506.1042143
22000000,2005,57479076,Derailed,1125.544687
24000000,2008,42105111,Zack and Miri Make a Porno,288.5321105
20000000,2002,75597042,The Rookie,545.6487298
20000000,2002,8586376,Boat Trip,889.8111447
20000000,2002,109862682,Return to Never Land,0.0
20000000,2002,57588485,Drumline,27.29328783
20000000,2002,5359645,Equilibrium,224.4642116
20000000,2002,12398628,Undisputed,375.6944028
20000000,2002,33526835,Friday After Next,655.5280132
14000000,1990,463000000,Pretty Woman,60.51906115
23000000,2007,29541790,In the Valley of Elah,3567.95479
12000000,1985,68706993,Witness,7085.793503
17000000,1997,125586134,I Know What You Did Last Summer,0.0
13000000,1988,44726644,Young Guns,128.9631437
24000000,2009,68729358,The Men Who Stare at Goats,4563.020576
20000000,2003,60427839,21 Grams,578.9112749
20000000,2003,135680000,The Jungle Book 2,2115.521339
20000000,2003,1675706,Marci X,417.0156054
20000000,2003,132675402,Bringing Down the House,792.5662977
20000000,2003,17432163,A Guy Thing,224.0056774
9000000,1976,25000000,Logan's Run,0.0
14000000,1991,34793160,White Fang,658.3566282
10700000,1982,122200000,Poltergeist,0.0
23000000,2008,150816700,Step Up 2: The Streets,0.0
12000000,1986,4884663,Invaders from Mars,21.23456121
23600000,2009,102391382,Zombieland,193.4422081
10000000,1980,15795189,The Long Riders,24.91701043
17000000,1998,30331165,A Night at the Roxbury,0.0
16500000,1997,67683989,Austin Powers: International Man of Mystery,229.3264521
18000000,2000,17200925,Center Stage,0.0
14600000,1993,70906973,Groundhog Day,187.8895874
15000000,1994,107217396,Ace Ventura: Pet Detective,70.8702484
15000000,1994,94000000,The Crow,4.612999574
19000000,2002,32801173,Adaptation.,2581.210066
22000000,2007,413454,The Death and Life of Bobby Z,2523.109077
22000000,2007,147880543,The Game Plan,556.831137
10500000,1982,792910554,E.T. the Extra-Terrestrial,0.0
8000000,1973,441306145,The Exorcist,60.45035321
20000000,2004,72258126,Eternal Sunshine of the Spotless Mind,4453.885788
20000000,2004,100914445,Kung Fu Hustle,0.0
20000000,2004,11341016,Connie and Carla,1223.805593
20000000,2004,167722310,DodgeBall: A True Underdog Story,1493.6708
20000000,2004,16605763,Paparazzi,366.6486815
20000000,2004,70992898,Anacondas: The Hunt for the Blood Orchid,0.0
14000000,1992,159157447,Unforgiven,1138.843683
11000000,1984,153083102,Gremlins,0.0
23000000,2009,5837674,Bodyguards and Assassins,0.0
23000000,2009,9366227,Cheri,1370.53003
21000000,2006,26193068,Black Book,0.0
21000000,2006,480314,DOA: Dead or Alive,221.7901425
12300000,1988,84460846,The Land Before Time,0.0
10000000,1981,2154696,Heartbeeps,0.0
10000000,1981,85300000,Stripes,0.0
17000000,1999,65535067,Deuce Bigalow: Male Gigolo,0.933879523
16000000,1997,1686429,Steel,0.0
18000000,2001,141774679,Legally Blonde,210.6083018
13000000,1990,35763605,Child's Play 2,99.98628575
6000000,1964,102272727,Mary Poppins,0.0
19000000,2003,39267515,Dumb and Dumberer: When Harry Met Lloyd,5.00115902
20000000,2005,10442808,Alone in the Dark,884.5052414
20000000,2005,67192859,Boogeyman,0.0
20000000,2005,12482775,The Weather Man,3071.534976
14000000,1993,154864401,Cool Runnings,0.0
14000000,1993,27515786,Poetic Justice,0.0
9250000,1979,29174648,The Rose,14.17964771
17700000,2001,30987695,Joe Dirt,447.299918
21000000,2007,41170784,Freedom Writers,840.1100092
21000000,2007,54926886,We Own the Night,2114.581133
17000000,2000,213525736,"Crouching Tiger, Hidden Dragon",565.3677293
7200000,1971,116019547,Diamonds Are Forever,2136.920663
18000000,2002,676698,Salton Sea,2114.968336
15000000,1996,24769466,The Craft,22.37099225
15000000,1996,76382,Silent Trigger,4.416701719
19000000,2004,69631118,Without a Paddle,602.7439979
19000000,2004,70067909,A Cinderella Story,169.4760943
22000000,2009,35424826,The Informant!,4480.408524
5800000,1964,6800000,The Train,331.9481677
5000000,1959,12200000,Solomon and Sheba,82.1412018
20000000,2006,13391174,One Night with the King,108.8792216
20000000,2006,22165608,The Marine,784.9992214
20000000,2006,17807569,School for Scoundrels,1159.833151
20000000,2006,39143839,The Grudge 2,957.322369
20000000,2006,37597471,The Covenant,0.0
20000000,2006,33889159,She's the Man,75.9235114
20000000,2006,21170563,ATL,0.0
20000000,2006,48548426,Date Movie,329.0824251
20000000,2006,41237648,Man of the Year,4224.489932
14000000,1994,18090181,New Nightmare,423.5377535
21000000,2008,17600000,Swing Vote,3059.493855
4000000,1952,36000000,The Greatest Show on Earth,55.64873229
10000000,1983,20766616,The Dead Zone,296.8311626
10000000,1983,29450919,Twilight Zone: The Movie,0.0
10000000,1983,33697647,The Outsiders,0.0
4500000,1956,10400000,Moby Dick,289.4348894
16000000,1999,53478166,10 Things I Hate About You,0.0
16000000,1999,18564088,The Thirteenth Floor,39.38981315
18000000,2003,101564935,Just Married,482.3465049
18000000,2003,62646763,Honey,391.3932857
4100000,1953,36000000,The Robe,0.0
15000000,1997,64256513,Wag the Dog,2176.262445
15000000,1997,44862187,Cop Land,2743.788351
15000000,1997,43101594,Boogie Nights,343.8652834
19000000,2005,108047131,The Amityville Horror,56.05403805
19000000,2005,144216468,The Exorcism of Emily Rose,768.6708294
14500000,1996,147298761,Romeo + Juliet,57.3247938
18339750,2004,92180910,Downfall,0.0
20000000,2007,4001121,I'm Not There.,1920.382116
20000000,2007,10337477,Code Name: The Cleaner,1173.131555
20000000,2007,121463226,Superbad,0.0
20000000,2007,22222308,Reign Over Me,1857.119025
20000000,2007,117760134,Disturbia,2404.63413
20000000,2007,84146832,Premonition,2004.386649
20000000,2007,16974459,Death Sentence,1649.066823
20000000,2007,86865564,Epic Movie,140.3356842
20000000,2007,73276047,The Kite Runner,0.0
6500000,1969,81974493,On Her Majesty's Secret Service,0.0
14000000,1995,19800000,Vampire in Brooklyn,1985.948334
14000000,1995,2474000,Jefferson in Paris,510.0782413
20500000,2008,10089373,Punisher: War Zone,561.5919899
10000000,1984,8801940,Body Double,5.448763257
16000000,2000,15427192,Drowning Mona,1425.204747
16000000,2000,119754278,Road Trip,28.20843528
16000000,2000,68411275,Pokémon: Spell of the Unknown,0.0
16000000,2000,20627372,Boys and Girls,392.8761703
18000000,2004,65070412,Barbershop 2:  Back in Business,827.9070175
18000000,2004,16702864,Catch That Kid,293.7415423
11500000,1989,57469467,Pet Sematary,0.0
15000000,1998,46189568,The Big Lebowski,828.3207757
15000000,1998,40283321,The Faculty,44.43194408
15000000,1998,17507368,Disturbing Behavior,0.0
15000000,1998,46905889,The Object of My Affection,27.2271319
15000000,1998,10443316,Home Fries,1549.793718
19000000,2006,83258226,Pan's Labyrinth,48.5504299
19000000,2006,68673228,Letters from Iwo Jima,649.4356049
12500000,1992,10725228,Glengarry Glen Ross,1563.421409
20000000,2008,27640028,Lakeview Terrace,3795.230674
20000000,2008,50907234,Doubt,1471.316135
20000000,2008,64822796,The Bank Job,596.6033184
20000000,2008,36620508,My Best Friend's Girl,869.4624796
20000000,2008,149281606,Beverly Hills Chihuahua,2710.78289
20000000,2008,65569869,Street Kings,3759.225929
20000000,2008,41627431,Never Back Down,0.0
20000000,2008,5530764,The Brothers Bloom,1414.516796
20000000,2008,7000000,An American Carol,202.212073
20000000,2008,20211394,Appaloosa,3417.623363
20000000,2008,54586584,Milk,2300.256383
14000000,1996,173046663,Scream,203.1386942
6244087,1969,638641,The Wild Bunch,149.1046914
10000000,1985,57500000,Commando,672.8973991
10000000,1985,25754284,The Last Dragon,0.0
17000000,2003,1569918,Veronica Guerin,1605.223995
17000000,2003,55534455,The Lizzie McGuire Movie,0.0
17000000,2003,63102666,Jeepers Creepers 2,91.22608062
7000000,1973,161777836,Live and Let Die,0.0
17500000,2004,38000000,Hotel Rwanda,414.1674852
16000000,2001,29381649,Baby Boy,0.0
16000000,2001,66468332,Not Another Teen Movie,0.0
13000000,1994,7820688,Serial Mom,86.90675903
5500000,1965,141195658,Thunderball,1244.713956
15000000,1999,2856712,eXistenZ,463.2610557
15000000,1999,356296601,American Beauty,963.1619394
12500000,1993,12281551,True Romance,808.4503219
20000000,2009,22942221,Armored,2409.575294
20000000,2009,136267476,17 Again,424.1955399
20000000,2009,51416464,Daybreakers,2424.809256
20000000,2009,17436509,Capitalism: A Love Story,485.2568905
20000000,2009,34560577,Crank: High Voltage,760.5338176
20000000,2009,41596251,Orphan,480.4190887
20000000,2009,5210988,Bandslam,6.124351522
20000000,2009,17280326,12 Rounds,28.84144224
6500000,1971,12376563,The Andromeda Strain,0.0
11000000,1989,49797148,Major League,435.956096
12000000,1992,37170057,Raising Cain,205.4436875
17000000,2004,16980098,Win a Date with Tad Hamilton!,81.19453998
17000000,2004,129042871,Mean Girls,163.3986022
16500000,2003,16942795,House of Sand and Fog,831.9660506
7000000,1974,97572000,The Man with the Golden Gun,582.0804117
18000000,2006,1831348,Renaissance,520.4550334
18000000,2006,261572744,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.0
6000000,1969,102308889,Butch Cassidy and the Sundance Kid,261.3423124
15000000,2000,33771174,Where the Heart Is,1573.238395
15000000,2000,5217498,The In Crowd,0.0
15000000,2000,9902115,Whatever It Takes,0.0
15000000,2000,35007180,The Skulls,7.679760601
19000000,2008,18755936,Sex Drive,0.0
10500000,1988,14144000,Poltergeist III,315.6260912
8000000,1979,43000000,Escape from Alcatraz,246.69469
14000000,1998,72527595,Urban Legend,1.043061604
11000000,1990,48572000,Tremors,186.807031
4000000,1956,14400000,Trapeze,190.1122379
7000000,1975,470654000,Jaws,562.5827776
17500000,2006,19179969,Beerfest,33.75862617
18000000,2007,26527510,Mongol: The Rise of Genghis Khan,0.0
18000000,2007,57096190,The Mist,382.5182768
13000000,1996,9789900,Faithful,62.32953029
15000000,2001,20117339,Mulholland Drive,6.853433598
15000000,2001,23000,All The Queen's Men,224.4309901
15000000,2001,274925095,Spirited Away,0.0
15000000,2001,12000000,Knockaround Guys,34.66352054
14000000,1999,18535191,An Ideal Husband,141.1706151
11000000,1991,2807854,Return to the Blue Lagoon,0.0
11000000,1991,34872033,Freddy's Dead: The Final Nightmare,377.2980728
17000000,2006,374743,Southland Tales,957.322369
17000000,2006,9500000,Running Scared,835.7614011
17000000,2006,57103895,Smokin' Aces,302.3397694
17000000,2006,7314027,American Dreamz,1924.990864
16000000,2004,109502303,Sideways,343.7507032
16000000,2004,14822346,Soul Plane,598.2057725
16000000,2004,12,The Cookout,20.83249156
18000000,2008,25739015,RockNRolla,421.7916831
18000000,2008,382174,The Informers,1144.255159
18500000,2009,31912793,The Invention of Lying,612.1940963
11500000,1993,3275585,Romeo Is Bleeding,868.1858447
11500000,1993,23237911,The Remains of the Day,1083.789681
15000000,2002,52970014,Big Fat Liar,276.0273074
15000000,2002,13060843,25th Hour,370.4425741
15000000,2002,9237470,Dark Blue,741.2020064
16800000,2006,2281089,Fur: An Imaginary Portrait of Diane Arbus,1512.344452
12500000,1996,1227324,The Funeral,355.2164559
14000000,2000,38574362,Urban Legends: Final Cut,0.0
14000000,2000,5108820,Gossip,29.47130473
11000000,1992,64088552,My Cousin Vinny,1168.557693
12716953,1997,18814720,Mr. Nice Guy,59.58385121
10000000,1989,40485039,Bill & Ted's Excellent Adventure,0.0
18000000,2009,36133014,Love Happens,2132.732446
13000000,1998,8026971,Woo,357.6112058
13000000,1998,27007143,The Big Hit,367.0907469
13000000,1998,16757163,54,222.286077
6000000,1972,245066411,The Godfather,72.19639578
8000000,1982,21028755,Creepshow,61.26648344
14000000,2001,10424470,Head Over Heels,267.9568309
11000000,1993,30000000,What's Eating Gilbert Grape,110.6646183
12000000,1996,4939939,Girl 6,31.57598271
12000000,1996,41205099,Happy Gilmore,0.0
13500000,2000,7060876,Quills,3370.498925
10000000,1990,16153593,Mo' Better Blues,60.1537316
16500000,2007,37311672,Becoming Jane,922.1583791
16500000,2007,13620075,Sydney White,120.2453116
13000000,1999,27500000,Dick,491.2477616
13000000,1999,22863596,Being John Malkovich,1812.633643
15500000,2005,1237615,Slow Burn,466.1575041
15000000,2004,14867514,Raise Your Voice,169.4760943
15000000,2004,29331068,Confessions of a Teenage Drama Queen,227.1397139
14000000,2002,6413915,Slackers,91.22133936
14000000,2002,25482931,All About the Benjamins,655.5280132
8200000,1984,80035402,Footloose,32.69257954
12000000,1997,39673162,Jackie Brown,1510.98565
17000000,2009,20455276,My Life in Ruins,1258.274658
17000000,2009,29536299,Brooklyn's Finest,1961.937762
17000000,2009,14899417,Away We Go,142.2261293
16000000,2007,18928871,A Mighty Heart,2129.669015
16000000,2007,2849142,Things We Lost in the Fire,2488.866577
13000000,2000,73180723,"Dude, Where’s My Car?",421.3497886
15000000,2005,15785148,Kiss Kiss Bang Bang,2203.725434
15000000,2005,85306374,Match Point,173.8493514
15000000,2005,51053787,Hoodwinked!,1457.158144
15000000,2005,47175038,The Wedding Date,454.2508794
15000000,2005,46770602,Land of the Dead,1216.127666
15000000,2005,12036149,The Three Burials of Melquiades Estrada,3735.110299
5000000,1968,5321508,Once Upon a Time in the West,4.595450421
8000000,1984,69821334,Splash,0.0
8000000,1984,27187653,A Passage to India,303.1073424
8000000,1984,90815558,The Karate Kid,90.21760468
9000000,1988,44196684,Child's Play,0.0
12800000,2000,40031879,Dancer in the Dark,549.8122434
11000000,1995,2832826,The Perez Family,379.9530629
11000000,1995,39363635,Dead Man Walking,227.4813181
12000000,1998,12902790,Living Out Loud,1476.796209
12000000,1998,22921898,Rounders,481.1718734
13500000,2002,29027914,Far from Heaven,591.6741494
4000000,1961,8200000,The Misfits,2323.597077
10000000,1992,32101000,The Lawnmower Man,0.0
10000000,1992,50752337,The Mighty Ducks,102.0934768
16000000,2008,50007546,The Women,966.3188668
13000000,2001,16929123,Crazy/Beautiful,695.499288
13000000,2001,91038276,Save the Last Dance,87.40127794
15000000,2006,66966987,When a Stranger Calls,36.52545008
15000000,2006,10903846,Black Snake Moan,3745.331713
15000000,2006,21000000,Flicka,119.5124805
15000000,2006,123384128,The Queen,773.3173331
15000000,2006,76286096,United 93,0.0
15000000,2006,49469904,Notes on a Scandal,1699.38202
15000000,2006,69623713,The Hills Have Eyes,113.7896251
10500000,1994,123509,There Goes My Baby,0.0
8500000,1987,32222567,The Lost Boys,210.3360505
12000000,1999,36450736,Baby Geniuses,2355.38372
12000000,1999,21133087,Stir of Echoes,1380.373684
12000000,1999,21001563,Tea with Mussolini,17.11937196
16000000,2009,47801389,Hachi: A Dog's Tale,1961.937762
16000000,2009,31556061,Jennifer's Body,915.638974
16000000,2009,76514050,The Unborn,1633.96118
16000000,2009,11301649,Tidal Wave,0.0
13000000,2002,97837138,Phone Booth,493.4031458
13000000,2002,37664855,Halloween: Resurrection,976.2989055
14200000,2005,674918,Manderlay,1403.169356
5500000,1973,15700000,High Plains Drifter,226.7379657
5500000,1973,159616327,The Sting,626.0861478
15000000,2007,55184721,Why Did I Get Married?,215.5483785
