Budget,Release Year,Revenue,Title,Starring Actors Popularity,profit
40000000,2008,9793496,The Express,1423.315707,-30206504
40000000,2008,7400000,The Children of Huang Shi,344.5561745,-32600000
40000000,2008,84601681,Made of Honor,696.070583,44601681
40000000,2008,151161491,Vantage Point,1423.315707,111161491
18000000,1981,12000000,Blow Out,541.2605685,-6000000
18000000,1981,2945600,The Legend of the Lone Ranger,0.0,-15054400
18000000,1981,14110013,Dragonslayer,0.0,-3889987
18000000,1981,389925971,Raiders of the Lost Ark,3923.652266,371925971
28000000,1996,16900000,Michael Collins,673.4059187,-11100000
41000000,2009,91636986,"I Love You, Man",466.4097603,50636986
24000000,1991,41895491,The Fisher King,794.7744001,17895491
20000000,1985,18432000,Ladyhawke,208.6764776,-1568000
33000000,2002,102984862,Resident Evil,325.9772522,69984862
35000000,2004,22034832,Little Black Book,622.9907429,-12965168
35000000,2004,36098382,Jersey Girl,2643.255232,1098382
32000000,2001,40222729,Hardball,1777.692244,8222729
26000000,1994,36800000,Highlander: The Final Dimension,108.2987988,10800000
31000000,2000,68106245,Frequency,457.7803888,37106245
11000000,1965,111858363,Doctor Zhivago,0.0,100858363
38000000,2007,5410749,Virgin Territory,2078.086041,-32589251
10000000,1962,50100000,The Longest Day,0.0,40100000
25000000,1993,441286195,Mrs. Doubtfire,2505.02476,416286195
25000000,1993,56505065,Tombstone,838.4646921,31505065
40000000,2009,46471023,Fantastic Mr. Fox,3316.277271,6471023
40000000,2009,28169671,Cirque du Freak: The Vampire's Assistant,558.0537271,-11830329
40000000,2009,129540499,Julie & Julia,2278.959221,89540499
40000000,2009,317375031,The Proposal,2014.700413,277375031
40000000,2009,177259441,He's Just Not That Into You,2819.855832,137259441
40000000,2009,28972508,Shorts,132.2368565,-11027492
40000000,2009,186167139,The Final Destination,0.0,146167139
40000000,2009,12206028,Whiteout,1444.484821,-27793972
40000000,2009,60462347,Ninja Assassin,206.1957466,20462347
18000000,1982,70687344,Firefox,352.1349001,52687344
28000000,1997,5684789,Kundun,0.0,-22315211
28000000,1997,8345056,A Simple Wish,95.20784947,-19654944
27000000,1996,231976425,The English Patient,702.6758343,204976425
27000000,1996,25023434,Kingpin,66.53188287,-1976566
35000000,2005,19294901,Cursed,532.6167423,-15705099
35000000,2005,19478106,Valiant,3059.408255,-15521894
35000000,2005,68915888,Guess Who,394.5891966,33915888
35000000,2005,86369815,Sky High,791.0767313,51369815
35000000,2005,25224242,North Country,964.190716,-9775758
32000000,2002,55157539,The Mothman Prophecies,1790.119519,23157539
31000000,2001,24185781,Hearts in Atlantis,2007.801044,-6814219
23000000,1991,7434726,Harley Davidson and the Marlboro Man,15.15631158,-15565274
23000000,1991,86930411,The Naked Gun 2½: The Smell of Fear,44.45892445,63930411
30000000,2000,173959438,Big Momma's House,440.321877,143959438
30000000,2000,47126295,High Fidelity,698.4352002,17126295
30000000,2000,136706683,Remember the Titans,1958.337866,106706683
30000000,2000,45554533,The Tigger Movie,0.0,15554533
30000000,2000,37036004,Keeping the Faith,771.3234122,7036004
39000000,2009,101229792,The Time Traveler's Wife,1155.002781,62229792
29000000,1999,50041732,Stigmata,824.0427733,21041732
25000000,1994,28341469,The Shawshank Redemption,1411.726408,3341469
25000000,1994,22200000,Don Juan DeMarco,1378.308384,-2800000
25000000,1994,48063435,The Shadow,580.7035049,23063435
17000000,1981,2000000,Roar,0.0,-15000000
19000000,1985,381109762,Back to the Future,99.75158861,362109762
22000000,1990,505000000,Ghost,339.0426267,483000000
22000000,1990,424208848,Dances with Wolves,174.020706,402208848
27000000,1997,60527873,Kiss the Girls,2434.850969,33527873
20000000,1987,299965036,Beverly Hills Cop II,1211.515736,279965036
33000000,2004,54700105,The Punisher,2400.693104,21700105
35000000,2006,42064105,A Good Year,1736.523418,7064105
35000000,2006,10496317,Bandidas,670.3744345,-24503683
35000000,2006,15304890,The Fountain,1223.144674,-19695110
35000000,2006,326551094,The Devil Wears Prada,930.737026,291551094
35000000,2006,12506188,Zoom,1963.928708,-22493812
32000000,2003,52277485,Radio,1431.539352,20277485
32000000,2003,173398518,Elf,819.2626086,141398518
26000000,1996,116400000,The First Wives Club,557.9031866,90400000
31000000,2002,177394432,Hero,360.1157639,146394432
37000000,2008,392616625,Twilight,314.8776678,355616625
37000000,2008,63800345,Space Chimps,663.7738446,26800345
37000000,2008,100076342,Nim's Island,1442.938538,63076342
37000000,2008,163720069,Burn After Reading,5556.699604,126720069
12000000,1970,89800000,Patton,42.02670119,77800000
30000000,2001,287553595,American Pie 2,418.2703142,257553595
30000000,2001,23619609,The Glass House,573.0468603,-6380391
30000000,2001,18195610,Antitrust,391.3263224,-11804390
38000000,2009,205298907,The Ugly Truth,1363.574521,167298907
25000000,1995,4064495,Tank Girl,0.0,-20935505
26500000,1997,159375308,Princess Mononoke,0.0,132875308
18000000,1984,87000000,Star Trek III: The Search for Spock,693.8330158,69000000
18000000,1984,51973029,Amadeus,0.0,33973029
18000000,1984,100000000,Conan the Destroyer,213.7115073,82000000
28000000,1999,8888143,"Mystery, Alaska",75.0967357,-19111857
36500000,2008,21834845,The Inhabited Island,0.0,-14665155
15000000,1978,50000000,The Deer Hunter,101.0739375,35000000
25530000,1996,20080020,Flipper,656.4281077,-5449980
27000000,1998,27200316,Dark City,199.0527729,200316
27000000,1998,76000000,The Newton Boys,606.3852327,49000000
20000000,1988,13854000,My Stepmother is an Alien,591.2836472,-6146000
35000000,2007,63215872,Lions for Lambs,7889.21116,28215872
35000000,2007,18317151,Walk Hard: The Dewey Cox Story,387.5026516,-16682849
35000000,2007,69307224,License to Wed,4691.174525,34307224
32000000,2004,50907422,Team America: World Police,0.0,18907422
30000000,2002,105834556,About Schmidt,2073.829873,75834556
30000000,2002,33013805,Confessions of a Dangerous Mind,4163.114089,3013805
30000000,2002,27674124,The Quiet American,924.208671,-2325876
30000000,2002,180622424,Sweet Home Alabama,344.4219281,150622424
25000000,1996,10070000,Mrs. Winterbourne,83.63378356,-14930000
25000000,1996,51702483,Maximum Risk,462.7537924,26702483
25000000,1996,17193231,Fled,111.6114957,-7806769
9400000,1963,60000000,"It's a Mad, Mad, Mad, Mad World",127.2515238,50600000
13000000,1974,47542841,The Godfather: Part II,889.6724359,34542841
28000000,2000,33000337,Dracula 2000,577.2157119,5000337
28000000,2000,90449929,Bring It On,561.3861944,62449929
18500000,1986,183316455,Aliens,277.4726085,164816455
17900000,1985,6948633,Red Sonja,672.8973991,-10951367
24000000,1995,182016617,The Bridges of Madison County,696.5430537,158016617
27000000,1999,56870414,Lake Placid,2009.9023,29870414
34000000,2007,95608995,TMNT,1041.348033,61608995
33000000,2006,62022014,Snakes on a Plane,3745.331713,29022014
14000000,1977,185438673,The Spy Who Loved Me,873.372044,171438673
14000000,1977,30749142,Exorcist II: The Heretic,1490.615693,16749142
35000000,2008,25871834,Superhero Movie,202.212073,-9128166
35000000,2008,170000000,What Happens in Vegas,6220.808033,135000000
35000000,2008,75225693,Revolutionary Road,4548.639108,40225693
35000000,2008,72436439,Mirrors,426.4935762,37436439
35000000,2008,69823199,21,2002.145363,34823199
35000000,2008,85416905,Max Payne,1770.232332,50416905
35000000,2008,32483410,Untraceable,817.7595786,-2516590
35000000,2008,43650785,Welcome Home Roscoe Jenkins,1450.749111,8650785
32000000,2005,60740827,A History of Violence,3453.339751,28740827
32000000,2005,97918663,Are We There Yet?,969.7307071,65918663
32000000,2005,85167639,Transporter 2,397.8462835,53167639
26000000,1998,65705772,Ever After: A Cinderella Story,1549.793718,39705772
31000000,2004,27388767,Ella Enchanted,1299.143582,-3611233
31000000,2004,41512007,Wimbledon,2696.42792,10512007
23000000,1994,351583407,The Mask,0.0,328583407
30000000,2003,180949000,Kill Bill: Vol. 1,529.2092256,150949000
30000000,2003,15368897,Alex & Emma,904.7164465,-14631103
30000000,2003,114908830,Freddy vs. Jason,365.9187105,84908830
30000000,2003,90259536,Identity,846.5879154,60259536
29000000,2002,16930185,Serving Sara,312.4051566,-12069815
25000000,1997,100000000,Spice World,0.0,75000000
16000000,1982,53977250,The Verdict,976.075511,37977250
18000000,1986,41382841,Peggy Sue Got Married,0.0,23382841
28000000,2001,14010832,Ghosts of Mars,647.6555371,-13989168
28000000,2001,77516304,Serendipity,759.9427367,49516304
28000000,2001,60780981,Zoolander,1350.429374,32780981
15000000,1980,67182787,Coal Miner's Daughter,0.0,52182787
22000000,1993,10696210,RoboCop 3,126.8974865,-11303790
22000000,1993,321365567,Schindler's List,170.6201072,299365567
10500000,1968,68700000,2001: A Space Odyssey,0.0,58200000
20000000,1990,53000000,Edward Scissorhands,186.807031,33000000
35000000,2009,27409889,The Young Victoria,445.5835153,-7590111
35000000,2009,92219310,Old Dogs,4535.775271,57219310
35000000,2009,155545279,Hannah Montana: The Movie,396.364512,120545279
35000000,2009,459270619,The Hangover,19.92635851,424270619
35000000,2009,91353501,Underworld: Rise of the Lycans,327.6122282,56353501
35000000,2009,73034460,Hotel for Dogs,291.4663227,38034460
32000000,2006,5914908,The Good German,2706.43621,-26085092
32000000,2006,80197993,Nacho Libre,1186.834093,48197993
11000000,1970,2200000,The Molly Maguires,2177.219769,-8800000
30000000,2004,152159461,Kill Bill: Vol. 2,748.6974953,122159461
30000000,2004,611899420,The Passion of the Christ,507.9412526,581899420
30000000,2004,21800302,Mr. 3000,188.4407679,-8199698
30000000,2004,140161792,The SpongeBob SquarePants Movie,9.440303384,110161792
30000000,2004,13001257,Wicker Park,1014.368132,-16998743
30000000,2004,216763646,Million Dollar Baby,2955.917212,186763646
30000000,2004,14000000,Welcome to Mooseport,2303.85075,-16000000
29000000,2003,98185582,Once Upon a Time in Mexico,1348.437143,69185582
25000000,1998,289317794,Shakespeare in Love,589.5335667,264317794
25000000,1998,50671850,Bride of Chucky,286.7382196,25671850
25000000,1998,21567853,He Got Game,1411.509965,-3432147
25000000,1998,777423,Without Limits,392.4006215,-24222577
18000000,1987,98235548,Predator,804.3908851,80235548
19000000,1989,110879513,Sea of Love,888.6687543,91879513
22000000,1994,189833357,The Santa Clause,1355.375052,167833357
24000000,1997,172363301,Scream 2,514.3860506,148363301
33000000,2008,269958228,Gran Torino,1278.497542,236958228
26000000,2000,28780255,Boiler Room,849.7531357,2780255
26000000,2000,71868327,"O Brother, Where Art Thou?",759.6932112,45868327
30000000,2005,18618284,An Unfinished Life,3205.093729,-11381716
30000000,2005,58405313,Must Love Dogs,939.9068027,28405313
30000000,2005,15007991,The Cave,227.364092,-14992009
30000000,2005,50451307,Fever Pitch,2581.765189,20451307
30000000,2005,42886719,A Lot Like Love,394.5891966,12886719
30000000,2005,192452832,The Curse of the Were-Rabbit,1729.470269,162452832
30000000,2005,35294470,Assault on Precinct 13,2560.101173,5294470
30000000,2005,30536013,The New World,1147.96817,536013
30000000,2005,93772522,Racing Stripes,618.5346768,63772522
30000000,2005,25473093,Dark Water,854.7721397,-4526907
30000000,2005,76669806,Coach Carter,3620.5376,46669806
30000000,2005,27610873,Goal!: The Dream Begins,0.0,-2389127
21000000,1993,42000000,Teenage Mutant Ninja Turtles III,161.4855541,21000000
29000000,2004,115603229,The Notebook,85.45334106,86603229
10000000,1968,37402877,Oliver!,0.0,27402877
25000000,1999,15156200,The Corruptor,164.362219,-9843800
25000000,1999,4152230,Idle Hands,5.098718089,-20847770
25000000,1999,13000000,Brokedown Palace,2009.9023,-12000000
17000000,1986,6735922,Nine 1/2 Weeks,410.8785564,-10264078
18000000,1988,151668774,Big,170.3744178,133668774
28000000,2003,58795814,Agent Cody Banks,80.87504475,30795814
15000000,1982,125212904,First Blood,426.9775201,110212904
15000000,1982,19629760,The Thing,142.7106626,4629760
22000000,1995,110627965,The Net,677.8069372,88627965
24000000,1998,4562146,Meet the Deedles,1172.060934,-19437854
27000000,2002,129000000,About a Boy,1698.852383,102000000
20000000,1992,121697323,Wayne's World,0.0,101697323
33000000,2009,20645327,Pandorum,1595.951227,-12354673
33000000,2009,14000000,Micmacs,68.01527952,-19000000
32000000,2008,113019290,The Reader,3489.127575,81019290
9500000,1967,111584787,You Only Live Twice,1823.514486,102084787
30000000,2006,31070211,Ultraviolet,464.0977024,1070211
30000000,2006,34742066,Take the Lead,1878.707877,4742066
30000000,2006,53653224,Stranger Than Fiction,1932.028172,23653224
30000000,2006,35078241,Miss Potter,4798.87819,5078241
30000000,2006,495303,Idiocracy,539.011651,-29504697
30000000,2006,41480851,Gridiron Gang,510.9287029,11480851
29000000,2005,21126225,The Jacket,872.2315843,-7873775
25000000,2000,152500343,Chocolat,422.8883215,127500343
25000000,2000,15843608,Highlander: Endgame,297.8157917,-9156392
25000000,2000,24362772,The Next Best Thing,614.7407697,-637228
25000000,2000,91036760,Romeo Must Die,8.45456237,66036760
17000000,1987,19300000,Superman IV: The Quest for Peace,1459.257879,2300000
18000000,1989,26828365,Glory,234.9535825,8828365
28000000,2004,102356381,Dawn of the Dead,138.5120373,74356381
28000000,2004,30016165,Laws of Attraction,3531.254639,2016165
28000000,2004,64445708,Miracle,717.4171281,36445708
15000000,1983,61399552,National Lampoon's Vacation,118.2057702,46399552
19000000,1991,272742922,The Silence of the Lambs,433.6311545,253742922
24000000,1999,16290976,Muppets from Space,0.0,-7709024
24000000,1999,8434146,Play It to the Bone,782.5346567,-15565854
14000000,1981,85000000,Das Boot,0.0,71000000
14000000,1981,439564,Sphinx,0.0,-13560436
32000000,2009,27635305,The Road,3366.041877,-4364695
26000000,2002,38793283,Clockstoppers,155.9838341,12793283
23000000,1998,369884651,There's Something About Mary,1185.042164,346884651
23000000,1998,185991646,The Waterboy,73.58747712,162991646
30000000,2007,219076518,Knocked Up,149.2032907,189076518
30000000,2007,75505973,30 Days of Night,1110.773485,45505973
30000000,2007,129266061,Atonement,2119.978884,99266061
30000000,2007,14711793,The Assassination of Jesse James by the Coward Robert Ford,5249.473875,-15288207
30000000,2007,156835339,P.S. I Love You,1078.580019,126835339
30000000,2007,16930884,88 Minutes,1630.513912,-13069116
30000000,2007,77566815,The Number 23,4521.187862,47566815
25000000,2001,64437847,Kiss of the Dragon,147.4604954,39437847
25000000,2001,281929795,Bridget Jones's Diary,1283.749678,256929795
25000000,2001,80936232,Jimmy Neutron: Boy Genius,0.0,55936232
16000000,1986,5900000,Highlander,0.985859669,-10100000
18000000,1990,476684675,Home Alone,54.92817087,458684675
28000000,2005,121147947,Pride & Prejudice,632.6171082,93147947
28000000,2005,186438883,Walk the Line,1943.229499,158438883
15000000,1984,17080167,Firestarter,2141.895588,2080167
15000000,1984,316360478,Beverly Hills Cop,242.0249539,301360478
24000000,2000,12372410,Ready to Rumble,590.5598932,-11627590
24000000,2000,36609995,Return to Me,318.4899716,12609995
24000000,2000,13700000,The Ladies Man,35.76858777,-10300000
27000000,2004,13000000,Suspect Zero,2546.316785,-14000000
27000000,2004,115505027,Closer,4019.333515,88505027
27000000,2004,21148829,Mindhunters,134.3112667,-5851171
20000000,1994,305070,Rapa Nui,0.0,-19694930
26000000,2003,90426405,Final Destination 2,103.8871815,64426405
26000000,2003,110230332,Freaky Friday,1007.302351,84230332
23000000,1999,18653615,Anywhere But Here,278.3022261,-4346385
23000000,1999,10827816,The End of the Affair,1356.2022,-12172184
30000000,2008,105173115,Forgetting Sarah Marshall,39.74326135,75173115
30000000,2008,160259319,27 Dresses,480.2782863,130259319
30000000,2008,22211426,Doomsday,97.94002438,-7788574
30000000,2008,84646831,Meet the Spartans,347.5947378,54646831
30000000,2008,63833449,Baby Mama,238.077823,33833449
30000000,2008,68369434,The X Files: I Want to Believe,338.7484197,38369434
30000000,2008,31148328,Pride and Glory,1797.107783,1148328
25000000,2002,51842679,Blue Crush,325.9772522,26842679
25000000,2002,41604473,Undercover Brother,322.3600291,16604473
25000000,2002,10719357,Abandon,428.1431904,-14280643
25000000,2002,41597830,The Hours,918.208766,16597830
25000000,2002,17000000,Punch-Drunk Love,743.2521046,-8000000
16000000,1987,30857814,The Princess Bride,76.4059273,14857814
28000000,2006,38159905,Just My Luck,472.2246557,10159905
15000000,1985,146292009,The Color Purple,0.0,131292009
19000000,1993,2119994,The Nutcracker,0.0,-16880006
24000000,2001,14782676,Out Cold,42.67871376,-9217324
20000000,1995,7563728,Hackers,0.0,-12436272
20000000,1995,21284514,To Die For,315.7088292,1284514
9000000,1968,2500000,Barbarella,0.0,-6500000
26000000,2004,90574188,Anchorman: The Legend of Ron Burgundy,475.0194401,64574188
26000000,2004,28818995,Agent Cody Banks 2: Destination London,340.3271557,2818995
8200000,1965,286214286,The Sound of Music,480.129976,278014286
11000000,1975,20000000,Barry Lyndon,0.0,9000000
23000000,2000,53302314,Final Destination,6.927515757,30302314
23000000,2000,53187659,Pitch Black,849.7531357,30187659
30000000,2009,90810892,Drag Me to Hell,599.0867266,60810892
30000000,2009,48428063,9,558.0537271,18428063
30000000,2009,64352607,The Imaginarium of Doctor Parnassus,5434.037669,34352607
30000000,2009,33333531,The Box,6294.94149,3333531
30000000,2009,95714875,My Sister's Keeper,6294.94149,65714875
30000000,2009,114663461,Bride Wars,1226.162575,84663461
30000000,2009,210819611,District 9,0.0,180819611
25000000,2003,56489558,Cradle 2 the Grave,623.5522963,31489558
25000000,2003,156822020,Mystic River,1583.934562,131822020
18000000,1992,358991681,Home Alone 2: Lost in New York,1168.557693,340991681
28000000,2007,92601050,No Reservations,2426.214275,64601050
16400000,1989,235860116,Dead Poets Society,288.7604333,219460116
15000000,1986,356830601,Top Gun,173.387669,341830601
27000000,2006,56308881,Lucky Number Slevin,5086.848041,29308881
26000000,2005,57891803,Red Eye,417.6601745,31891803
26000000,2005,109449237,The 40 Year Old Virgin,224.2578447,83449237
27500000,2007,24748670,Rendition,1167.102158,-2751330
23000000,2001,36642838,Joy Ride,64.22406947,13642838
12000000,1979,54000000,Prophecy,370.2643498,42000000
29000000,2009,309208309,The Blind Side,2014.700413,280208309
25000000,2004,30411183,The Girl Next Door,68.39632552,5411183
25000000,2004,20796847,EuroTrip,0.0,-4203153
25000000,2004,116766556,Finding Neverland,3151.2189,91766556
25000000,2004,30114487,Godsend,2375.196281,5114487
25000000,2004,56422687,Cellular,945.2947881,31422687
16000000,1989,92823546,When Harry Met Sally...,4622.676807,76823546
28000000,2008,92380927,Role Models,842.1011978,64380927
15000000,1987,43848069,Wall Street,347.9860675,28848069
19000000,1995,141407024,Bad Boys,0.0,122407024
22000000,2000,13555988,The Little Vampire,0.0,-8444012
24000000,2003,87055349,Old School,420.2215615,63055349
20000000,1997,10686841,Deconstructing Harry,178.3937903,-9313159
20000000,1997,60000000,Selena,65.17408934,40000000
20000000,1997,13801755,The Man Who Knew Too Little,300.7198708,-6198245
26000000,2006,14821658,Little Children,3270.999531,-11178342
11000000,1977,775398007,Star Wars,0.0,764398007
21000000,1999,17762705,The Rage: Carrie 2,56.47394627,-3237295
25000000,2005,39053061,The Sisterhood of the Traveling Pants,0.0,14053061
25000000,2005,36351350,Beauty Shop,951.7883144,11351350
25000000,2005,27645491,Ice Princess,1470.924094,2645491
25000000,2005,82466670,The Constant Gardener,1729.470269,57466670
25000000,2005,15431177,The Greatest Game Ever Played,0.0,-9568823
25000000,2005,13411957,Lords of Dogtown,43.85791707,-11588043
25000000,2005,122489822,Nanny McPhee,598.5019851,97489822
25000000,2005,122644820,Hide and Seek,3803.501904,97644820
25000000,2005,2405420,BloodRayne,831.7075573,-22594580
18000000,1994,5887457,Ed Wood,168.0741986,-12112543
15000000,1988,216614388,Twins,1111.513644,201614388
15000000,1988,73326666,Beetlejuice,0.0,58326666
19000000,1996,25836616,From Dusk Till Dawn,330.7336146,6836616
22000000,2001,84772742,The Animal,107.1063021,62772742
22000000,2001,92542418,I Am Sam,1137.780936,70542418
22000000,2001,33788161,Jay and Silent Bob Strike Back,1421.619609,11788161
22000000,2001,19351569,Saving Silverman,418.2703142,-2648431
22000000,2001,5271666,Glitter,0.0,-16728334
24000000,2004,234710455,Howl's Moving Castle,0.0,210710455
27000000,2008,101624843,Pineapple Express,2300.256383,74624843
27000000,2008,44352417,The Sisterhood of the Traveling Pants 2,104.3563659,17352417
27000000,2008,17286299,How to Lose Friends & Alienate People,190.1657331,-9713701
20000000,1998,23875127,American History X,117.4164329,3875127
20000000,1998,37672350,How Stella Got Her Groove Back,1221.039178,17672350
20000000,1998,18253415,Simon Birch,2774.695702,-1746585
20000000,1998,67200000,Wild Things,1293.805278,47200000
9000000,1971,83304330,Fiddler on the Roof,0.0,74304330
23000000,2003,76488889,Bad Santa,1086.510934,53488889
12000000,1981,55260558,Quest for Fire,0.0,43260558
25000000,2006,117719158,Final Destination 3,0.0,92719158
25000000,2006,11772461,The Hoax,2107.282202,-13227539
25000000,2006,135330182,Babel,5184.306088,110330182
13800000,1986,52293982,The Color of Money,1010.905142,38493982
18000000,1995,122195920,Mortal Kombat,97.33924486,104195920
15000000,1989,30050028,Road House,91.60860179,15050028
27000000,2009,29000000,Case 39,2776.514073,2000000
14000000,1987,320145693,Fatal Attraction,0.0,306145693
21150000,2001,39438674,Crocodile Dundee in Los Angeles,607.9938712,18288674
11000000,1979,104931801,Alien,0.0,93931801
23000000,2004,16123851,Vanity Fair,785.466627,-6876149
23000000,2004,12,Chasing Liberty,61.66121298,-22999988
12000000,1982,96800000,Star Trek II: The Wrath of Khan,451.6603875,84800000
21000000,2001,28008462,The Tailor of Panama,3046.322162,7008462
21000000,2001,71441250,The Royal Tenenbaums,2228.292099,50441250
25000000,2007,40452643,War,720.0381709,15452643
25000000,2007,77208711,There Will Be Blood,434.0864903,52208711
25000000,2007,59192128,Good Luck Chuck,371.1985955,34192128
25000000,2007,94679598,1408,3758.406099,69679598
25000000,2007,66122026,August Rush,796.5358756,41122026
25000000,2007,171600000,No Country for Old Men,3567.95479,146600000
25000000,2007,92991835,Michael Clayton,2653.917883,67991835
25000000,2007,229736344,Mr. Bean's Holiday,223.4645252,204736344
15000000,1990,201957688,Kindergarten Cop,1553.854889,186957688
22000000,2003,68296293,Open Range,3399.709514,46296293
22000000,2003,95708457,Underworld,832.2897247,73708457
24000000,2006,23321954,Alatriste,3464.64329,-678046
24000000,2006,155721132,Rocky Balboa,2234.920336,131721132
8000000,1969,20000000,Sweet Charity,142.0308793,12000000
20000000,2000,27728118,Love & Basketball,0.0,7728118
14000000,1988,34670720,Dangerous Liaisons,761.5360734,20670720
26000000,2009,183293131,Paul Blart: Mall Cop,577.5358942,157293131
26000000,2009,43318349,Brothers,3709.997112,17318349
12000000,1983,30400000,Yentl,0.0,18400000
12000000,1983,79567667,WarGames,0.0,67567667
25100000,2008,29506464,W.,516.668827,4406464
21000000,2002,10011050,Moonlight Mile,2155.763894,-10988950
21000000,2002,43928932,The Transporter,268.9466155,22928932
25000000,2008,11207130,Stop-Loss,445.6245753,-13792870
25000000,2008,6673422,What Just Happened,5960.773773,-18326578
25000000,2008,170764026,Cloverfield,49.9619451,145764026
25000000,2008,19844979,Blindness,770.9269197,-5155021
25000000,2008,226830568,Taken,2495.642733,201830568
25000000,2008,14109284,Disaster Movie,0.0,-10890716
25000000,2008,70442940,The House Bunny,619.9464337,45442940
18000000,1997,8038061,The Ice Storm,865.0471092,-9961939
18500000,1998,10680275,Fear and Loathing in Las Vegas,279.0354952,-7819725
15000000,1991,30102717,Double Impact,26.15257923,15102717
19000000,1999,40846082,House on Haunted Hill,638.344708,21846082
24000000,2007,99965753,Hitman,871.1394902,75965753
5000000,1954,28200000,"20,000 Leagues Under the Sea",0.0,23200000
5000000,1954,15000000,The Egyptian,233.9434863,10000000
14000000,1989,161001698,Born on the Fourth of July,1917.803924,147001698
11000000,1981,31672907,History of the World: Part I,93.22249958,20672907
19800000,2001,87754044,Gosford Park,36.71377352,67954044
12305523,1985,36230219,Mad Max Beyond Thunderdome,358.5658727,23924696
25000000,2009,20719451,Mao's Last Dancer,0.0,-4280549
25000000,2009,10589102,The Bad Lieutenant: Port of Call - New Orleans,3469.649525,-14410898
25000000,2009,2336172,Me and Orson Welles,995.9942042,-22663828
25000000,2009,163670000,Up in the Air,3316.277271,138670000
16500000,1995,135000000,Sense and Sensibility,492.6206439,118500000
16000000,1994,247275374,Dumb and Dumber,108.7354856,231275374
18000000,1998,9495408,The Red Violin,0.0,-8504592
13000000,1987,123922370,"Good Morning, Vietnam",0.0,110922370
6000000,1961,43656822,West Side Story,0.0,37656822
22000000,2005,17709155,Joyeux Noël,500.0399237,-4290845
22000000,2005,22400154,Deuce Bigalow: European Gigolo,506.1042143,400154
22000000,2005,57479076,Derailed,1125.544687,35479076
24000000,2008,42105111,Zack and Miri Make a Porno,288.5321105,18105111
20000000,2002,75597042,The Rookie,545.6487298,55597042
20000000,2002,8586376,Boat Trip,889.8111447,-11413624
20000000,2002,109862682,Return to Never Land,0.0,89862682
20000000,2002,57588485,Drumline,27.29328783,37588485
20000000,2002,5359645,Equilibrium,224.4642116,-14640355
20000000,2002,12398628,Undisputed,375.6944028,-7601372
20000000,2002,33526835,Friday After Next,655.5280132,13526835
14000000,1990,463000000,Pretty Woman,60.51906115,449000000
23000000,2007,29541790,In the Valley of Elah,3567.95479,6541790
12000000,1985,68706993,Witness,7085.793503,56706993
17000000,1997,125586134,I Know What You Did Last Summer,0.0,108586134
13000000,1988,44726644,Young Guns,128.9631437,31726644
24000000,2009,68729358,The Men Who Stare at Goats,4563.020576,44729358
20000000,2003,60427839,21 Grams,578.9112749,40427839
20000000,2003,135680000,The Jungle Book 2,2115.521339,115680000
20000000,2003,1675706,Marci X,417.0156054,-18324294
20000000,2003,132675402,Bringing Down the House,792.5662977,112675402
20000000,2003,17432163,A Guy Thing,224.0056774,-2567837
9000000,1976,25000000,Logan's Run,0.0,16000000
14000000,1991,34793160,White Fang,658.3566282,20793160
10700000,1982,122200000,Poltergeist,0.0,111500000
23000000,2008,150816700,Step Up 2: The Streets,0.0,127816700
12000000,1986,4884663,Invaders from Mars,21.23456121,-7115337
23600000,2009,102391382,Zombieland,193.4422081,78791382
10000000,1980,15795189,The Long Riders,24.91701043,5795189
17000000,1998,30331165,A Night at the Roxbury,0.0,13331165
16500000,1997,67683989,Austin Powers: International Man of Mystery,229.3264521,51183989
18000000,2000,17200925,Center Stage,0.0,-799075
14600000,1993,70906973,Groundhog Day,187.8895874,56306973
15000000,1994,107217396,Ace Ventura: Pet Detective,70.8702484,92217396
15000000,1994,94000000,The Crow,4.612999574,79000000
19000000,2002,32801173,Adaptation.,2581.210066,13801173
22000000,2007,413454,The Death and Life of Bobby Z,2523.109077,-21586546
22000000,2007,147880543,The Game Plan,556.831137,125880543
10500000,1982,792910554,E.T. the Extra-Terrestrial,0.0,782410554
8000000,1973,441306145,The Exorcist,60.45035321,433306145
20000000,2004,72258126,Eternal Sunshine of the Spotless Mind,4453.885788,52258126
20000000,2004,100914445,Kung Fu Hustle,0.0,80914445
20000000,2004,11341016,Connie and Carla,1223.805593,-8658984
20000000,2004,167722310,DodgeBall: A True Underdog Story,1493.6708,147722310
20000000,2004,16605763,Paparazzi,366.6486815,-3394237
20000000,2004,70992898,Anacondas: The Hunt for the Blood Orchid,0.0,50992898
14000000,1992,159157447,Unforgiven,1138.843683,145157447
11000000,1984,153083102,Gremlins,0.0,142083102
23000000,2009,5837674,Bodyguards and Assassins,0.0,-17162326
23000000,2009,9366227,Cheri,1370.53003,-13633773
21000000,2006,26193068,Black Book,0.0,5193068
21000000,2006,480314,DOA: Dead or Alive,221.7901425,-20519686
12300000,1988,84460846,The Land Before Time,0.0,72160846
10000000,1981,2154696,Heartbeeps,0.0,-7845304
10000000,1981,85300000,Stripes,0.0,75300000
17000000,1999,65535067,Deuce Bigalow: Male Gigolo,0.933879523,48535067
16000000,1997,1686429,Steel,0.0,-14313571
18000000,2001,141774679,Legally Blonde,210.6083018,123774679
13000000,1990,35763605,Child's Play 2,99.98628575,22763605
