Budget,Revenue,Title,Average Vote,release_date,Release Year,Starring Actors Popularity
32000000,42045846,Going the Distance,6,2010/9/1,2010,2954.206155
36000000,52424533,Dolphin Tale 2,6.7,2014/9/12,2014,3932.517446
26000000,90426405,Final Destination 2,5.9,2003/1/31,2003,103.8871815
26000000,110230332,Freaky Friday,6,2003/8/3,2003,1007.302351
37000000,173567581,Creed,7.3,2015/11/25,2015,3020.071706
37000000,26250020,Aloha,5.2,2015/5/27,2015,2858.676391
23000000,18653615,Anywhere But Here,5.9,1999/11/12,1999,278.3022261
23000000,10827816,The End of the Affair,6.6,1999/12/3,1999,1356.2022
30000000,105173115,Forgetting Sarah Marshall,6.4,2008/4/17,2008,39.74326135
30000000,160259319,27 Dresses,6.1,2008/1/10,2008,480.2782863
30000000,22211426,Doomsday,5.8,2008/3/14,2008,97.94002438
30000000,84646831,Meet the Spartans,3.7,2008/1/24,2008,347.5947378
30000000,63833449,Baby Mama,5.8,2008/4/23,2008,238.077823
30000000,68369434,The X Files: I Want to Believe,5.5,2008/7/24,2008,338.7484197
30000000,31148328,Pride and Glory,6.3,2008/9/9,2008,1797.107783
38000000,109906372,The 5th Wave,5.6,2016/1/14,2016,632.2795853
38000000,112343513,How to Be Single,5.9,2016/1/21,2016,665.4673483
25000000,51842679,Blue Crush,5.6,2002/8/8,2002,325.9772522
25000000,41604473,Undercover Brother,5.5,2002/5/31,2002,322.3600291
25000000,10719357,Abandon,4.6,2002/10/14,2002,428.1431904
25000000,41597830,The Hours,7,2002/12/27,2002,918.208766
25000000,17000000,Punch-Drunk Love,6.9,2002/10/25,2002,743.2521046
16000000,30857814,The Princess Bride,7.6,1987/9/18,1987,76.4059273
32500000,288383523,Bridesmaids,6.5,2011/4/28,2011,549.9029738
28000000,38159905,Just My Luck,5.8,2006/5/12,2006,472.2246557
15000000,146292009,The Color Purple,7.7,1985/12/18,1985,0
19000000,2119994,The Nutcracker,5.6,1993/11/24,1993,0
24000000,14782676,Out Cold,5.8,2001/11/21,2001,42.67871376
20000000,7563728,Hackers,6.2,1995/9/14,1995,0
20000000,21284514,To Die For,6.7,1995/5/20,1995,315.7088292
9000000,2500000,Barbarella,5.7,1968/10/10,1968,0
33000000,140470746,Step Up Revolution,6.7,2012/7/26,2012,0
35000000,17508518,Sabotage,5.5,2014/3/28,2014,4323.159382
32000000,83615414,"Big Mommas: Like Father, Like Son",5.3,2011/2/16,2011,1404.278326
32000000,147332697,Source Code,7.1,2011/3/30,2011,1784.277439
32000000,54674226,The Tree of Life,6.5,2011/5/18,2011,6550.350011
36000000,156844753,Ip Man 3,6.5,2015/12/19,2015,6.507591876
26000000,90574188,Anchorman: The Legend of Ron Burgundy,6.7,2004/7/9,2004,475.0194401
26000000,28818995,Agent Cody Banks 2: Destination London,5.2,2004/12/3,2004,340.3271557
8200000,286214286,The Sound of Music,7.4,1965/3/2,1965,480.129976
31000000,15134293,Extraordinary Measures,6,2010/1/21,2010,7247.293499
11000000,20000000,Barry Lyndon,7.7,1975/12/18,1975,0
23000000,53302314,Final Destination,6.4,2000/3/16,2000,6.927515757
23000000,53187659,Pitch Black,6.7,2000/2/18,2000,849.7531357
30000000,90810892,Drag Me to Hell,6.2,2009/3/15,2009,599.0867266
30000000,48428063,9,6.6,2009/8/19,2009,558.0537271
30000000,64352607,The Imaginarium of Doctor Parnassus,6.3,2009/10/1,2009,5434.037669
30000000,33333531,The Box,5.4,2009/9/17,2009,6294.94149
30000000,95714875,My Sister's Keeper,7.1,2009/6/26,2009,6294.94149
30000000,114663461,Bride Wars,5.9,2009/1/9,2009,1226.162575
30000000,210819611,District 9,7.3,2009/8/5,2009,0
25000000,56489558,Cradle 2 the Grave,5.8,2003/2/28,2003,623.5522963
25000000,156822020,Mystic River,7.6,2003/10/7,2003,1583.934562
18000000,358991681,Home Alone 2: Lost in New York,6.3,1992/11/19,1992,1168.557693
28000000,92601050,No Reservations,6.1,2007/7/25,2007,2426.214275
16400000,235860116,Dead Poets Society,8.1,1989/6/2,1989,288.7604333
15000000,356830601,Top Gun,6.7,1986/5/16,1986,173.387669
27000000,56308881,Lucky Number Slevin,7.4,2006/2/24,2006,5086.848041
34000000,348319861,The Maze Runner,7,2014/9/10,2014,0
33000000,9494789,The Young and Prodigious T.S. Spivet,6.7,2013/10/16,2013,1595.309276
35000000,51680201,Hot Pursuit,5.4,2015/5/8,2015,1995.461147
35000000,140795793,Trainwreck,5.9,2015/7/17,2015,557.9573469
35000000,14431253,Unfinished Business,5,2015/3/5,2015,1999.89136
35000000,194564672,The Intern,7.1,2015/9/24,2015,4781.156896
35000000,50363790,Concussion,7,2015/11/12,2015,7338.328334
35000000,61181942,The Walk,6.9,2015/9/30,2015,1707.522758
32000000,28258060,The Master,7,2012/9/7,2012,1948.631527
26000000,57891803,Red Eye,6.2,2005/8/4,2005,417.6601745
26000000,109449237,The 40 Year Old Virgin,6.2,2005/8/11,2005,224.2578447
27500000,24748670,Rendition,6.2,2007/9/7,2007,1167.102158
23000000,36642838,Joy Ride,6.3,2001/10/5,2001,64.22406947
12000000,54000000,Prophecy,5.4,1979/1/1,1979,370.2643498
30000000,8454301,Barney's Version,7.2,2010/10/26,2010,2616.062517
30000000,51148651,The Next Three Days,6.9,2010/11/18,2010,2311.282229
30000000,102820008,Love & Other Drugs,6.6,2010/11/22,2010,1341.933967
30000000,159291809,Step Up 3D,6.6,2010/8/4,2010,0
30000000,55583804,Cop Out,5.3,2010/2/26,2010,5825.140708
29000000,309208309,The Blind Side,7.2,2009/11/20,2009,2014.700413
25000000,30411183,The Girl Next Door,6.3,2004/4/9,2004,68.39632552
25000000,20796847,EuroTrip,6.5,2004/2/20,2004,0
25000000,116766556,Finding Neverland,7.2,2004/10/17,2004,3151.2189
25000000,30114487,Godsend,4.7,2004/4/30,2004,2375.196281
25000000,56422687,Cellular,6.1,2004/9/6,2004,945.2947881
16000000,92823546,When Harry Met Sally...,7.3,1989/7/21,1989,4622.676807
28000000,92380927,Role Models,6.4,2008/2/3,2008,842.1011978
15000000,43848069,Wall Street,7,1987/12/10,1987,347.9860675
19000000,141407024,Bad Boys,6.5,1995/4/7,1995,0
22000000,13555988,The Little Vampire,6.1,2000/10/27,2000,0
24000000,87055349,Old School,6.6,2003/2/21,2003,420.2215615
20000000,10686841,Deconstructing Harry,7.3,1997/8/26,1997,178.3937903
20000000,60000000,Selena,7,1997/3/21,1997,65.17408934
20000000,13801755,The Man Who Knew Too Little,6.5,1997/11/14,1997,300.7198708
34000000,63013281,The Longest Ride,7.3,2015/4/9,2015,51.78978321
35000000,108758521,Neighbors 2: Sorority Rising,5.6,2016/5/4,2016,1781.360695
32000000,126041322,This Is the End,6.3,2013/6/12,2013,3102.693966
26000000,14821658,Little Children,6.9,2006/10/6,2006,3270.999531
31000000,161772375,Flight,6.5,2012/11/2,2012,3360.354529
11000000,775398007,Star Wars,8.1,1977/5/25,1977,0
30000000,2527904,Machine Gun Preacher,6.4,2011/9/23,2011,2518.37416
30000000,108609310,Sanctum,5.8,2011/2/3,2011,594.0957204
30000000,36160375,Larry Crowne,5.7,2011/6/30,2011,9205.501102
30000000,130786397,Unknown,6.5,2011/2/16,2011,2885.058162
30000000,15395087,Anonymous,6.3,2011/10/21,2011,385.6750733
30000000,64626786,The Darkest Hour,4.8,2011/12/22,2011,307.0418973
30000000,13521829,Hoodwinked Too! Hood VS. Evil,4.8,2011/4/29,2011,1702.700527
30000000,14460000,Winnie the Pooh,6.8,2011/4/13,2011,414.3126852
30000000,108348,1911,5,2011/7/3,2011,1714.695659
30000000,151119219,Midnight in Paris,7.4,2011/5/11,2011,2840.478968
30000000,63782078,Hanna,6.5,2011/4/7,2011,1226.610117
21000000,17762705,The Rage: Carrie 2,5.1,1999/3/11,1999,56.47394627
25000000,39053061,The Sisterhood of the Traveling Pants,6.3,2005/6/1,2005,0
25000000,36351350,Beauty Shop,5.4,2005/6/2,2005,951.7883144
25000000,27645491,Ice Princess,5.9,2005/3/17,2005,1470.924094
25000000,82466670,The Constant Gardener,6.8,2005/8/31,2005,1729.470269
25000000,15431177,The Greatest Game Ever Played,6.9,2005/9/30,2005,0
25000000,13411957,Lords of Dogtown,7,2005/6/3,2005,43.85791707
25000000,122489822,Nanny McPhee,6.4,2005/10/21,2005,598.5019851
25000000,122644820,Hide and Seek,6.1,2005/1/27,2005,3803.501904
25000000,2405420,BloodRayne,3.5,2005/10/22,2005,831.7075573
18000000,5887457,Ed Wood,7.3,1994/9/27,1994,168.0741986
15000000,216614388,Twins,5.7,1988/12/9,1988,1111.513644
15000000,73326666,Beetlejuice,7.1,1988/2/29,1988,0
19000000,25836616,From Dusk Till Dawn,6.9,1996/1/19,1996,330.7336146
22000000,84772742,The Animal,4.6,2001/6/1,2001,107.1063021
22000000,92542418,I Am Sam,7.2,2001/12/28,2001,1137.780936
22000000,33788161,Jay and Silent Bob Strike Back,6.4,2001/8/22,2001,1421.619609
22000000,19351569,Saving Silverman,5.4,2001/2/9,2001,418.2703142
22000000,5271666,Glitter,3.4,2001/9/21,2001,0
24000000,234710455,Howl's Moving Castle,8.2,2004/11/19,2004,0
27000000,101624843,Pineapple Express,6.6,2008/8/6,2008,2300.256383
27000000,44352417,The Sisterhood of the Traveling Pants 2,6,2008/8/6,2008,104.3563659
27000000,17286299,How to Lose Friends & Alienate People,6.2,2008/10/2,2008,190.1657331
20000000,23875127,American History X,8.2,1998/10/30,1998,117.4164329
20000000,37672350,How Stella Got Her Groove Back,6,1998/8/14,1998,1221.039178
20000000,18253415,Simon Birch,6.5,1998/9/11,1998,2774.695702
20000000,67200000,Wild Things,6.3,1998/3/20,1998,1293.805278
9000000,83304330,Fiddler on the Roof,7.4,1971/11/3,1971,0
23000000,76488889,Bad Santa,6.5,2003/11/26,2003,1086.510934
12000000,55260558,Quest for Fire,7.1,1981/12/15,1981,0
30000000,54819301,The Three Stooges,4.9,2012/4/13,2012,212.1173801
30000000,114281051,Hope Springs,5.8,2012/8/7,2012,3784.080408
30000000,47042000,Looper,6.6,2012/9/26,2012,5672.828714
30000000,40346186,Safe,6.3,2012/4/16,2012,1202.44371
30000000,53909751,The Five-Year Engagement,5.7,2012/4/27,2012,1336.527804
30000000,196114570,The Vow,7,2012/2/5,2012,2286.485856
30000000,66486080,The Cabin in the Woods,6.5,2012/4/12,2012,525.8439779
25000000,117719158,Final Destination 3,5.8,2006/2/10,2006,0
25000000,11772461,The Hoax,6.4,2006/10/14,2006,2107.282202
25000000,135330182,Babel,6.9,2006/9/8,2006,5184.306088
13800000,52293982,The Color of Money,6.7,1986/10/7,1986,1010.905142
18000000,122195920,Mortal Kombat,5.4,1995/8/18,1995,97.33924486
28000000,45236543,The Spy Next Door,5.5,2010/1/15,2010,1700.862239
28000000,96188903,Kick-Ass,7.1,2010/3/22,2010,153.4422338
15000000,30050028,Road House,6.3,1989/5/19,1989,91.60860179
27000000,29000000,Case 39,6.1,2009/8/13,2009,2776.514073
14000000,320145693,Fatal Attraction,6.6,1987/9/11,1987,0
21150000,39438674,Crocodile Dundee in Los Angeles,4.7,2001/4/12,2001,607.9938712
11000000,104931801,Alien,7.9,1979/5/25,1979,0
23000000,16123851,Vanity Fair,5.5,2004/9/1,2004,785.466627
23000000,12,Chasing Liberty,6.1,2004/1/9,2004,61.66121298
12000000,96800000,Star Trek II: The Wrath of Khan,7.3,1982/6/3,1982,451.6603875
30000000,62616646,Runner Runner,5.5,2013/9/24,2013,2915.950414
30000000,82394288,Carrie,5.8,2013/10/16,2013,894.8778864
30000000,27437881,The Incredible Burt Wonderstone,5.3,2013/3/14,2013,4819.297847
30000000,63372757,Side Effects,6.4,2013/2/7,2013,2392.689689
30000000,17137302,Space Pirate Captain Harlock,6.5,2013/9/7,2013,0
21000000,28008462,The Tailor of Panama,6.2,2001/2/11,2001,3046.322162
21000000,71441250,The Royal Tenenbaums,7.4,2001/10/5,2001,2228.292099
25000000,40452643,War,6,2007/8/24,2007,720.0381709
25000000,77208711,There Will Be Blood,7.9,2007/12/28,2007,434.0864903
25000000,59192128,Good Luck Chuck,5.5,2007/9/21,2007,371.1985955
25000000,94679598,1408,6.5,2007/7/12,2007,3758.406099
25000000,66122026,August Rush,7.1,2007/11/21,2007,796.5358756
25000000,171600000,No Country for Old Men,7.7,2007/11/8,2007,3567.95479
25000000,92991835,Michael Clayton,6.5,2007/9/28,2007,2653.917883
25000000,229736344,Mr. Bean's Holiday,6.1,2007/3/22,2007,223.4645252
28000000,10126458,Shark Night,4.9,2011/9/2,2011,77.23353892
28000000,40547440,30 Minutes or Less,5.6,2011/8/11,2011,460.7266636
15000000,201957688,Kindergarten Cop,5.8,1990/12/21,1990,1553.854889
22000000,68296293,Open Range,7,2003/8/29,2003,3399.709514
22000000,95708457,Underworld,6.6,2003/9/19,2003,832.2897247
24000000,23321954,Alatriste,5.6,2006/9/1,2006,3464.64329
24000000,155721132,Rocky Balboa,6.5,2006/12/20,2006,2234.920336
8000000,20000000,Sweet Charity,6.5,1969/1/1,1969,142.0308793
20000000,27728118,Love & Basketball,7.4,2000/4/21,2000,0
14000000,34670720,Dangerous Liaisons,7,1988/12/16,1988,761.5360734
26000000,183293131,Paul Blart: Mall Cop,5.2,2009/1/15,2009,577.5358942
26000000,43318349,Brothers,6.8,2009/1/27,2009,3709.997112
31000000,104384188,Vacation,6.2,2015/7/28,2015,796.3553358
12000000,30400000,Yentl,6.2,1983/11/18,1983,0
12000000,79567667,WarGames,7,1983/6/3,1983,0
30000000,174600318,The Grand Budapest Hotel,8,2014/2/26,2014,2555.618752
25100000,29506464,W.,6.1,2008/10/17,2008,516.668827
21000000,10011050,Moonlight Mile,6.5,2002/9/9,2002,2155.763894
21000000,43928932,The Transporter,6.6,2002/10/2,2002,268.9466155
25000000,11207130,Stop-Loss,6.1,2008/3/28,2008,445.6245753
25000000,6673422,What Just Happened,5.2,2008/10/17,2008,5960.773773
25000000,170764026,Cloverfield,6.4,2008/1/15,2008,49.9619451
25000000,19844979,Blindness,6.4,2008/5/14,2008,770.9269197
25000000,226830568,Taken,7.2,2008/2/18,2008,2495.642733
25000000,14109284,Disaster Movie,3,2008/8/29,2008,0
25000000,70442940,The House Bunny,5.6,2008/8/22,2008,619.9464337
18000000,8038061,The Ice Storm,6.9,1997/9/27,1997,865.0471092
31500000,14708696,Criminal,5.7,2016/4/14,2016,4179.901629
18500000,10680275,Fear and Loathing in Las Vegas,7.2,1998/5/22,1998,279.0354952
15000000,30102717,Double Impact,5.3,1991/8/10,1991,26.15257923
19000000,40846082,House on Haunted Hill,5.5,1999/10/29,1999,638.344708
24000000,99965753,Hitman,5.9,2007/11/21,2007,871.1394902
27000000,85564310,Spy Kids: All the Time in the World,4.4,2011/8/18,2011,1207.253077
5000000,28200000,"20,000 Leagues Under the Sea",6.8,1954/12/23,1954,0
5000000,15000000,The Egyptian,6,1954/8/25,1954,233.9434863
14000000,161001698,Born on the Fourth of July,6.7,1989/12/20,1989,1917.803924
26000000,67918658,Legion,5.2,2010/1/21,2010,1959.702349
11000000,31672907,History of the World: Part I,6.5,1981/6/12,1981,93.22249958
30000000,84025816,Sicario,7.2,2015/9/17,2015,1756.648781
30000000,34441873,Steve Jobs,6.8,2015/10/9,2015,3605.751407
30000000,91709827,Southpaw,7.3,2015/6/15,2015,2013.894781
19800000,87754044,Gosford Park,6.8,2001/11/7,2001,36.71377352
12305523,36230219,Mad Max Beyond Thunderdome,5.9,1985/6/29,1985,358.5658727
25000000,20719451,Mao's Last Dancer,6.8,2009/10/1,2009,0
25000000,10589102,The Bad Lieutenant: Port of Call - New Orleans,6,2009/9/11,2009,3469.649525
25000000,2336172,Me and Orson Welles,6.6,2009/11/25,2009,995.9942042
25000000,163670000,Up in the Air,6.7,2009/9/5,2009,3316.277271
16500000,135000000,Sense and Sensibility,7.2,1995/12/13,1995,492.6206439
16000000,247275374,Dumb and Dumber,6.5,1994/12/16,1994,108.7354856
18000000,9495408,The Red Violin,7.3,1998/9/10,1998,0
13000000,123922370,"Good Morning, Vietnam",7.1,1987/12/23,1987,0
28000000,134402450,Last Vegas,6.4,2013/10/31,2013,4181.190279
28000000,8555008,The Fifth Estate,5.7,2013/10/11,2013,237.0348503
28000000,60700000,Kick-Ass 2,6.3,2013/7/17,2013,254.8502535
28000000,97594140,Safe Haven,6.9,2013/2/7,2013,1834.427723
6000000,43656822,West Side Story,7,1961/10/18,1961,0
22000000,17709155,Joyeux Noël,7.2,2005/11/9,2005,500.0399237
22000000,22400154,Deuce Bigalow: European Gigolo,4.7,2005/8/6,2005,506.1042143
22000000,57479076,Derailed,6.1,2005/11/11,2005,1125.544687
24000000,42105111,Zack and Miri Make a Porno,6.1,2008/9/18,2008,288.5321105
20000000,75597042,The Rookie,6.5,2002/3/25,2002,545.6487298
20000000,8586376,Boat Trip,4.7,2002/10/1,2002,889.8111447
20000000,109862682,Return to Never Land,6.1,2002/2/14,2002,0
20000000,57588485,Drumline,6.2,2002/12/13,2002,27.29328783
20000000,5359645,Equilibrium,6.9,2002/12/6,2002,224.4642116
20000000,12398628,Undisputed,6.1,2002/8/23,2002,375.6944028
20000000,33526835,Friday After Next,6,2002/11/22,2002,655.5280132
14000000,463000000,Pretty Woman,7,1990/3/23,1990,60.51906115
23000000,29541790,In the Valley of Elah,6.6,2007/8/31,2007,3567.95479
12000000,68706993,Witness,7,1985/2/8,1985,7085.793503
29000000,287506194,Pitch Perfect 2,6.8,2015/5/7,2015,374.1888404
25000000,48531470,Little White Lies,7.1,2010/10/20,2010,120.3892951
25000000,19829957,My Soul to Take,5.2,2010/10/8,2010,35.76040591
25000000,114977104,Dear John,6.6,2010/2/4,2010,981.7021445
25000000,15478800,The Conspirator,6.2,2010/9/10,2010,595.102368
25000000,36993168,Don't Be Afraid of the Dark,5.4,2010/11/6,2010,835.2758375
25000000,93617009,The Fighter,7.2,2010/12/17,2010,2971.234154
25000000,6500000,Space Dogs,6.3,2010/3/18,2010,0
25000000,23580000,The Losers,6.2,2010/4/23,2010,3727.633213
17000000,125586134,I Know What You Did Last Summer,5.6,1997/10/17,1997,0
27220000,5496951,The Frozen Ground,6.1,2013/7/18,2013,3829.500738
13000000,44726644,Young Guns,6.6,1988/8/12,1988,128.9631437
28000000,53181600,A Walk Among the Tombstones,6.2,2014/9/18,2014,3681.691138
28000000,52597999,3 Days to Kill,6,2014/2/14,2014,2547.478266
28000000,68896829,Brick Mansions,5.7,2014/4/22,2014,1544.911015
28000000,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,2014/10/8,2014,3610.341209
24000000,68729358,The Men Who Stare at Goats,5.9,2009/10/17,2009,4563.020576
20000000,60427839,21 Grams,7.2,2003/9/6,2003,578.9112749
20000000,135680000,The Jungle Book 2,5.6,2003/2/7,2003,2115.521339
20000000,1675706,Marci X,3.3,2003/8/22,2003,417.0156054
20000000,132675402,Bringing Down the House,5.4,2003/3/7,2003,792.5662977
20000000,17432163,A Guy Thing,5.3,2003/1/17,2003,224.0056774
9000000,25000000,Logan's Run,6.6,1976/6/23,1976,0
14000000,34793160,White Fang,6.5,1991/1/18,1991,658.3566282
26000000,29657751,The Raven,6.1,2012/3/9,2012,1969.085125
10700000,122200000,Poltergeist,7,1982/6/4,1982,0
23000000,150816700,Step Up 2: The Streets,6.5,2008/2/14,2008,0
12000000,4884663,Invaders from Mars,5.5,1986/1/1,1986,21.23456121
23600000,102391382,Zombieland,7.2,2009/10/7,2009,193.4422081
29000000,78636257,The Boss,5.5,2016/4/7,2016,1620.880771
29000000,48902953,Florence Foster Jenkins,6.6,2016/5/6,2016,2945.530923
10000000,15795189,The Long Riders,6.6,1980/5/12,1980,24.91701043
25000000,124272124,The Help,7.8,2011/8/9,2011,402.2098375
25000000,34942188,The Sitter,5.4,2011/12/9,2011,545.9245579
25000000,147780440,No Strings Attached,6.1,2011/1/21,2011,3985.704796
25000000,27603069,Carnage,7,2011/9/16,2011,3459.798796
25000000,10324441,Straw Dogs,5.5,2011/9/16,2011,823.1293995
25000000,23057115,Warrior,7.7,2011/9/9,2011,719.1696292
17000000,30331165,A Night at the Roxbury,5.9,1998/10/1,1998,0
16500000,67683989,Austin Powers: International Man of Mystery,6.5,1997/5/2,1997,229.3264521
18000000,17200925,Center Stage,6.8,2000/5/12,2000,0
28000000,7002261,Our Brand Is Crisis,5.8,2015/9/11,2015,3455.770352
28000000,201634991,Straight Outta Compton,7.7,2015/8/13,2015,0
28000000,133346506,The Big Short,7.3,2015/12/11,2015,4619.73613
14600000,70906973,Groundhog Day,7.4,1993/2/11,1993,187.8895874
15000000,107217396,Ace Ventura: Pet Detective,6.4,1994/2/4,1994,70.8702484
15000000,94000000,The Crow,7.3,1994/5/11,1994,4.612999574
19000000,32801173,Adaptation.,7.3,2002/12/6,2002,2581.210066
22000000,413454,The Death and Life of Bobby Z,5.8,2007/7/23,2007,2523.109077
22000000,147880543,The Game Plan,6,2007/9/28,2007,556.831137
10500000,792910554,E.T. the Extra-Terrestrial,7.3,1982/4/3,1982,0
24000000,23081726,Faster,6.1,2010/11/23,2010,1258.74466
24000000,83188165,Piranha 3D,5.3,2010/8/20,2010,476.104692
8000000,441306145,The Exorcist,7.5,1973/12/26,1973,60.45035321
20000000,72258126,Eternal Sunshine of the Spotless Mind,7.9,2004/3/19,2004,4453.885788
20000000,100914445,Kung Fu Hustle,7.2,2004/2/10,2004,0
20000000,11341016,Connie and Carla,6.4,2004/4/16,2004,1223.805593
20000000,167722310,DodgeBall: A True Underdog Story,6.2,2004/6/18,2004,1493.6708
20000000,16605763,Paparazzi,5.8,2004/9/3,2004,366.6486815
20000000,70992898,Anacondas: The Hunt for the Blood Orchid,4.9,2004/8/26,2004,0
14000000,159157447,Unforgiven,7.7,1992/8/7,1992,1138.843683
26000000,51164106,Delivery Man,6.2,2013/10/10,2013,1990.920035
11000000,153083102,Gremlins,6.9,1984/6/7,1984,0
23000000,5837674,Bodyguards and Assassins,6.5,2009/12/18,2009,0
23000000,9366227,Cheri,5.9,2009/2/10,2009,1370.53003
21000000,26193068,Black Book,7.2,2006/9/1,2006,0
21000000,480314,DOA: Dead or Alive,5,2006/9/7,2006,221.7901425
12300000,84460846,The Land Before Time,7,1988/11/18,1988,0
10000000,2154696,Heartbeeps,3.8,1981/12/18,1981,0
10000000,85300000,Stripes,6.5,1981/6/25,1981,0
25000000,119772232,Parental Guidance,5.7,2012/12/25,2012,1124.048765
25000000,77278331,The Grey,6.4,2012/1/26,2012,2964.85182
25000000,63100000,Contraband,6.1,2012/1/12,2012,2507.297412
25000000,99357138,The Lucky One,6.8,2012/4/19,2012,221.9419651
25000000,8784318,On the Road,5.5,2012/5/22,2012,2452.136256
17000000,65535067,Deuce Bigalow: Male Gigolo,5.5,1999/12/10,1999,0.933879523
16000000,1686429,Steel,4.3,1997/8/15,1997,0
18000000,141774679,Legally Blonde,6.1,2001/7/13,2001,210.6083018
13000000,35763605,Child's Play 2,5.8,1990/11/9,1990,99.98628575
28000000,16374328,Pride and Prejudice and Zombies,5.5,2016/2/4,2016,603.1414613
6000000,102272727,Mary Poppins,7.4,1964/8/27,1964,0
19000000,39267515,Dumb and Dumberer: When Harry Met Lloyd,4.1,2003/6/13,2003,5.00115902
25500000,2415472,Blood Ties,6,2013/8/22,2013,962.9442279
24000000,30551495,I Don't Know How She Does It,5,2011/9/16,2011,3913.79523
20000000,10442808,Alone in the Dark,3.1,2005/1/28,2005,884.5052414
20000000,67192859,Boogeyman,4.6,2005/2/4,2005,0
20000000,12482775,The Weather Man,6,2005/10/20,2005,3071.534976
14000000,154864401,Cool Runnings,6.8,1993/9/30,1993,0
14000000,27515786,Poetic Justice,6.9,1993/7/23,1993,0
3700000,2956000,The Pirate,6.6,1948/6/11,1948,277.6227598
9250000,29174648,The Rose,6.8,1979/11/7,1979,14.17964771
26000000,35926213,The Best of Me,7.2,2014/10/16,2014,991.6935731
17700000,30987695,Joe Dirt,5.5,2001/4/10,2001,447.299918
21000000,41170784,Freedom Writers,7.5,2007/1/5,2007,840.1100092
21000000,54926886,We Own the Night,6.5,2007/5/25,2007,2114.581133
25000000,71009334,The Counselor,5,2013/10/25,2013,7365.878364
25000000,74188937,August: Osage County,6.9,2013/12/26,2013,4213.634273
25000000,115922175,The Butler,7.2,2013/8/16,2013,1108.244218
25000000,6399,The Adventurer: The Curse of the Midas Box,5.1,2013/12/5,2013,549.7153348
25000000,86175291,Pain & Gain,6.1,2013/4/18,2013,3142.883567
17000000,213525736,"Crouching Tiger, Hidden Dragon",7.2,2000/10/1,2000,565.3677293
7200000,116019547,Diamonds Are Forever,6.3,1971/12/13,1971,2136.920663
18000000,676698,Salton Sea,7,2002/1/1,2002,2114.968336
15000000,24769466,The Craft,6.3,1996/5/3,1996,22.37099225
15000000,76382,Silent Trigger,5,1996/6/26,1996,4.416701719
19000000,69631118,Without a Paddle,5.3,2004/8/20,2004,602.7439979
19000000,70067909,A Cinderella Story,6.1,2004/7/10,2004,169.4760943
22000000,35424826,The Informant!,6,2009/9/18,2009,4480.408524
2777000,33754967,The Wizard of Oz,7.4,1939/8/15,1939,0
27000000,93282604,Money Monster,6.5,2016/5/12,2016,4562.577359
5800000,6800000,The Train,7.2,1964/9/21,1964,331.9481677
5000000,12200000,Solomon and Sheba,5.4,1959/12/25,1959,82.1412018
20000000,13391174,One Night with the King,6.1,2006/10/13,2006,108.8792216
20000000,22165608,The Marine,5,2006/10/13,2006,784.9992214
20000000,17807569,School for Scoundrels,5.6,2006/9/29,2006,1159.833151
20000000,39143839,The Grudge 2,5.2,2006/10/13,2006,957.322369
20000000,37597471,The Covenant,5.2,2006/9/8,2006,0
20000000,33889159,She's the Man,6.4,2006/3/17,2006,75.9235114
20000000,21170563,ATL,6,2006/3/31,2006,0
20000000,48548426,Date Movie,3.6,2006/2/17,2006,329.0824251
20000000,41237648,Man of the Year,5.8,2006/10/9,2006,4224.489932
14000000,18090181,New Nightmare,6.4,1994/10/13,1994,423.5377535
26000000,30523226,Self/less,6.3,2015/7/10,2015,2183.783707
23000000,33372606,Haywire,5.6,2011/11/6,2011,4960.545931
21000000,17600000,Swing Vote,5.8,2008/8/1,2008,3059.493855
4000000,36000000,The Greatest Show on Earth,6.6,1952/1/10,1952,55.64873229
10000000,20766616,The Dead Zone,6.9,1983/10/21,1983,296.8311626
10000000,29450919,Twilight Zone: The Movie,6.2,1983/6/24,1983,0
10000000,33697647,The Outsiders,6.9,1983/3/25,1983,0
25000000,66980456,The Giver,6.4,2014/8/11,2014,2795.048175
25000000,153997819,Ride Along,6.1,2014/1/7,2014,3969.358766
25000000,28831145,Draft Day,6.5,2014/4/11,2014,2547.478266
25000000,38307627,Million Dollar Arm,6.6,2014/5/9,2014,1434.877869
25000000,39171130,The Gambler,5.7,2014/12/25,2014,3495.435605
3768785,8000000,Annie Get Your Gun,7.3,1950/5/17,1950,0
4500000,10400000,Moby Dick,6.9,1956/6/27,1956,289.4348894
16000000,53478166,10 Things I Hate About You,7.3,1999/3/30,1999,0
16000000,18564088,The Thirteenth Floor,6.8,1999/4/16,1999,39.38981315
18000000,101564935,Just Married,5.3,2003/1/9,2003,482.3465049
18000000,62646763,Honey,6,2003/11/24,2003,391.3932857
4100000,36000000,The Robe,6.4,1953/9/16,1953,0
15000000,64256513,Wag the Dog,6.7,1997/12/25,1997,2176.262445
15000000,44862187,Cop Land,6.6,1997/8/15,1997,2743.788351
15000000,43101594,Boogie Nights,7.5,1997/9/11,1997,343.8652834
19000000,108047131,The Amityville Horror,6,2005/4/15,2005,56.05403805
19000000,144216468,The Exorcism of Emily Rose,6.3,2005/9/9,2005,768.6708294
22000000,24188922,Fair Game,6.5,2010/5/20,2010,1177.791035
